,season,team_id,efg_pct,ts_pct,fg_pct,fg2_pct,fg3_pct,ft_pct,fg_per_g,fga_per_g,fg2_per_g,fg2a_per_g,fg3_per_g,fg3a_per_g,ft_per_g,fta_per_g,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,bpm
251,1992,BOS,0.4695714285714286,0.5097142857142857,0.47602441150828245,0.48247232472324725,0.3230769230769231,0.8162544169611307,54.6,114.7,52.300000000000004,108.4,2.1,6.5,23.099999999999998,28.3,17.2,39.699999999999996,56.7,35.6,9.5,7.7,18.8,28.6,133.9,-25.900000000000002
252,1992,CHH,0.48300000000000004,0.5275833333333334,0.4797687861271676,0.4873864783047427,0.3404255319148936,0.7357357357357358,49.8,103.8,48.3,99.1,1.6,4.7,24.5,33.3,17.3,35.7,53.3,29.4,11.3,4.9,17.5,26.9,125.7,-25.4
253,1992,CHI,0.49666666666666665,0.5255833333333334,0.5077092511013216,0.5217903415783274,0.28813559322033894,0.7453874538745386,46.1,90.8,44.3,84.9,1.7,5.9,20.2,27.1,15.0,31.1,46.4,28.400000000000002,8.2,6.1000000000000005,13.9,20.8,113.8,-12.300000000000002
254,1992,CLE,0.48741666666666666,0.5333333333333333,0.4860392967942089,0.504093567251462,0.35135135135135137,0.796116504854369,47.0,96.7,43.1,85.5,3.9,11.1,24.6,30.9,13.3,32.0,45.300000000000004,31.1,8.4,8.1,14.5,19.4,122.5,-6.8
255,1992,DAL,0.4652857142857143,0.505,0.44006999125109364,0.4537313432835821,0.3381294964028777,0.7531645569620253,50.300000000000004,114.3,45.6,100.5,4.7,13.9,23.8,31.6,17.8,36.3,54.1,29.2,9.2,4.8,19.3,33.2,129.0,-39.4
256,1992,DEN,0.4499230769230769,0.4973076923076923,0.444007858546169,0.4516129032258064,0.2982456140350877,0.7517482517482518,45.2,101.8,43.4,96.10000000000001,1.7,5.7,21.5,28.599999999999998,18.7,32.9,51.5,21.4,10.6,6.6000000000000005,19.1,27.6,113.4,-25.0
257,1992,DET,0.46207692307692305,0.497,0.4631236442516269,0.4764705882352941,0.3088235294117647,0.7330960854092526,42.7,92.2,40.5,85.0,2.1,6.8,20.6,28.1,16.400000000000002,32.2,48.699999999999996,25.2,7.4,5.1,16.0,23.6,107.9,-14.6
258,1992,GSW,0.5114285714285715,0.5495,0.501841620626151,0.5254942767950053,0.33606557377049184,0.7342105263157894,54.5,108.6,50.5,96.1,4.1000000000000005,12.2,27.9,38.0,17.2,36.2,53.6,28.1,12.1,5.9,19.1,33.1,141.0,-18.3
259,1992,HOU,0.49725,0.53025,0.4750830564784053,0.49680715197956576,0.35000000000000003,0.7376425855513309,42.9,90.3,38.9,78.3,4.2,12.0,19.400000000000002,26.3,16.0,34.1,50.0,24.6,8.5,8.5,17.7,24.8,109.7,-28.7
260,1992,IND,0.4960769230769231,0.535,0.4895833333333333,0.5107913669064749,0.3548387096774194,0.779552715654952,47.0,96.0,42.6,83.39999999999999,4.4,12.4,24.4,31.3,15.0,34.5,49.7,31.7,9.5,5.8,18.5,29.6,122.8,-16.5
261,1992,LAC,0.4429230769230769,0.48653846153846153,0.46403242147923,0.47896440129449835,0.2698412698412698,0.7295597484276729,45.800000000000004,98.7,44.4,92.7,1.7,6.3,23.2,31.8,16.1,33.3,49.3,26.7,11.3,7.6000000000000005,17.6,26.7,116.7,-26.400000000000002
262,1992,LAL,0.42207692307692307,0.4725384615384615,0.44817658349328215,0.46201232032854206,0.23529411764705885,0.7715133531157269,46.7,104.2,45.0,97.4,1.6,6.8,26.0,33.7,17.7,33.8,51.6,26.8,11.5,5.9,16.4,23.3,121.2,-27.5
263,1992,MIA,0.48041666666666666,0.52775,0.46408839779005523,0.4757160647571607,0.38,0.792079207920792,42.0,90.5,38.2,80.3,3.8,10.0,24.0,30.3,15.700000000000001,30.7,46.2,22.0,8.2,5.0,17.3,24.3,111.4,-13.7
264,1992,MIL,0.4730769230769231,0.5146923076923077,0.4584615384615385,0.4738095238095238,0.35036496350364965,0.7535211267605634,44.7,97.5,39.8,84.0,4.8,13.7,21.4,28.4,17.5,30.2,47.7,27.7,11.9,4.6000000000000005,18.4,27.4,115.9,-14.899999999999999
265,1992,MIN,0.49833333333333335,0.5306666666666667,0.4666666666666667,0.47490820073439405,0.3333333333333333,0.7181818181818183,40.6,87.0,38.8,81.7,1.8,5.4,15.8,22.0,14.6,27.3,42.0,26.2,8.0,6.4,14.2,25.5,99.3,-21.099999999999998
266,1992,NJN,0.458,0.49366666666666664,0.4574976122254059,0.46917450365726227,0.32608695652173914,0.7311827956989247,47.9,104.7,44.9,95.7,3.0,9.2,20.4,27.9,20.7,33.1,53.6,27.1,10.2,8.3,19.0,24.9,119.0,-17.4
267,1992,NYK,0.43966666666666665,0.47608333333333336,0.4598698481561822,0.47225501770956313,0.31081081081081086,0.7333333333333333,42.4,92.2,40.0,84.7,2.3000000000000003,7.3999999999999995,18.7,25.5,14.700000000000001,31.7,46.199999999999996,26.4,7.8,4.5,14.8,24.799999999999997,105.9,-52.3
268,1992,ORL,0.46235714285714286,0.5132142857142857,0.44609375,0.4613379669852303,0.32,0.7671568627450981,57.1,128.0,53.1,115.1,4.0,12.5,31.3,40.8,19.0,39.5,58.3,30.799999999999997,11.8,6.6,23.2,33.0,149.4,-22.400000000000002
269,1992,PHI,0.4422307692307692,0.4876923076923077,0.46740331491712706,0.48300970873786403,0.3246753246753247,0.7579617834394905,42.3,90.5,39.8,82.4,2.5,7.7,23.8,31.4,15.7,33.5,48.9,20.2,9.0,6.9,16.7,24.5,111.2,-40.800000000000004
270,1992,PHO,0.5103076923076924,0.551,0.49074975657254133,0.4994720168954593,0.3703703703703704,0.7678571428571428,50.4,102.7,47.3,94.7,3.0,8.1,25.8,33.6,15.200000000000001,36.699999999999996,51.800000000000004,31.999999999999996,9.8,7.9,18.0,27.1,129.3,1.8000000000000007
271,1992,POR,0.4688461538461539,0.5167692307692308,0.46934673366834173,0.48794489092996557,0.33333333333333326,0.7522388059701492,46.7,99.5,42.5,87.1,4.1,12.3,25.2,33.5,18.0,34.4,52.4,27.9,10.5,6.0,17.8,27.4,122.3,-5.300000000000002
272,1992,SAC,0.4675833333333333,0.50375,0.4593253968253968,0.4679203539823008,0.37142857142857144,0.7236363636363636,46.3,100.8,42.3,90.4,3.9,10.5,19.9,27.5,13.4,31.1,44.4,25.9,9.9,7.9,17.7,26.0,116.4,-32.9
273,1992,SAS,0.47515384615384615,0.5123846153846153,0.47423664122137404,0.48565573770491804,0.31081081081081074,0.7317073170731708,49.699999999999996,104.8,47.4,97.6,2.3,7.4,24.0,32.8,18.9,37.2,56.199999999999996,30.1,10.9,8.9,18.5,26.4,125.8,6.8999999999999995
274,1992,SEA,0.46630769230769226,0.5181538461538462,0.4701273261508325,0.4818763326226013,0.3058823529411765,0.776470588235294,48.0,102.1,45.2,93.8,2.6,8.5,26.4,34.0,18.4,33.3,51.8,26.1,11.0,7.0,19.3,28.1,124.9,-14.9
275,1992,TOT,0.4483939393939394,0.4894545454545455,0.4355072463768116,0.450199203187251,0.29600000000000004,0.7076167076167076,60.1,138.0,56.5,125.5,3.7,12.5,28.8,40.7,21.8,43.9,65.5,49.5,16.2,6.9,27.900000000000002,45.2,152.0,-91.1
276,1992,UTA,0.44825000000000004,0.5015,0.47405660377358494,0.4847328244274809,0.34426229508196726,0.7843137254901962,40.2,84.8,38.1,78.60000000000001,2.1,6.1,24.0,30.599999999999998,13.2,28.6,41.6,26.5,8.1,5.3,15.100000000000001,21.0,106.5,-41.699999999999996
277,1992,WSB,0.41433333333333333,0.47113333333333335,0.4412251655629139,0.4554367201426025,0.2592592592592593,0.7716763005780346,53.3,120.8,51.1,112.2,2.1,8.1,26.7,34.6,18.099999999999998,42.8,61.0,30.8,11.1,6.9,20.3,31.7,135.4,-40.5
278,1993,ATL,0.47507692307692306,0.5080769230769231,0.46296296296296297,0.47900113507377984,0.36054421768707484,0.7275641025641025,47.5,102.6,42.2,88.1,5.3,14.7,22.7,31.2,18.8,33.9,52.7,28.3,11.4,4.2,18.6,27.3,123.19999999999999,-22.1
279,1993,BOS,0.45550000000000007,0.5155714285714286,0.4744897959183674,0.48864864864864865,0.2545454545454545,0.7871621621621622,46.5,98.0,45.2,92.5,1.4,5.5,23.3,29.6,16.7,34.4,51.2,29.0,9.2,6.6,17.4,25.8,117.6,-12.5
280,1993,CHH,0.5036363636363637,0.5464545454545454,0.4899470899470899,0.5028571428571429,0.3142857142857142,0.7684887459807074,46.3,94.5,44.0,87.5,2.1999999999999997,7.0,23.9,31.099999999999998,14.399999999999999,32.0,46.5,28.1,8.3,6.3,16.9,23.8,118.7,-8.3
281,1993,CHI,0.4692857142857143,0.49714285714285716,0.4760479041916167,0.4900881057268723,0.3440860215053764,0.7364341085271318,47.699999999999996,100.2,44.5,90.8,3.2,9.299999999999999,19.0,25.8,18.4,31.6,50.2,28.8,11.299999999999999,5.8,15.1,25.3,117.5,-14.899999999999999
282,1993,CLE,0.4916923076923077,0.5306153846153846,0.4929577464788732,0.5055679287305123,0.3711340206185567,0.7746031746031745,49.0,99.4,45.4,89.8,3.6,9.7,24.4,31.5,14.2,36.1,50.2,32.8,9.1,7.7,15.7,24.6,126.3,-5.099999999999999
283,1993,DAL,0.4348125,0.4790625,0.42458100558659223,0.439068100358423,0.3093525179856116,0.7134986225895317,53.2,125.3,49.0,111.6,4.300000000000001,13.899999999999999,25.9,36.3,20.8,37.4,58.1,28.900000000000002,11.1,5.8,24.9,38.4,136.9,-62.4
284,1993,DEN,0.45169230769230767,0.5031538461538462,0.45570866141732286,0.4654811715481172,0.2833333333333334,0.7583081570996979,46.3,101.6,44.5,95.6,1.7000000000000002,6.0,25.1,33.1,17.3,34.8,52.2,24.200000000000003,9.3,7.2,19.1,29.4,119.4,-27.4
285,1993,DET,0.4642727272727273,0.4975454545454545,0.4524361948955916,0.46925133689839577,0.32432432432432434,0.7224489795918367,39.0,86.2,35.1,74.8,3.6,11.1,17.7,24.5,16.5,30.6,47.300000000000004,23.5,6.8,2.6,14.0,21.9,99.1,-20.0
286,1993,GSW,0.48811764705882354,0.5309411764705882,0.48023005032350824,0.497165991902834,0.33986928104575165,0.7212121212121213,66.8,139.1,61.4,123.5,5.2,15.3,35.7,49.5,22.5,42.4,64.89999999999999,39.9,12.8,6.9,28.4,39.199999999999996,174.9,-25.0
287,1993,HOU,0.47046153846153843,0.5126923076923077,0.47357293868921774,0.49375,0.363013698630137,0.7439446366782008,44.8,94.6,39.5,80.0,5.3,14.6,21.5,28.9,13.0,35.2,48.4,29.3,9.2,7.2,17.4,23.7,116.3,-18.2
288,1993,IND,0.4856923076923077,0.5228461538461538,0.48171368861024033,0.4970691676436108,0.2990654205607477,0.767741935483871,46.1,95.7,42.4,85.3,3.2,10.7,23.8,31.0,16.7,32.8,49.2,28.3,8.5,5.4,16.6,28.1,119.3,-13.8
289,1993,LAC,0.4423571428571429,0.4785714285714286,0.4765166340508806,0.4894957983193277,0.2898550724637681,0.7224080267558529,48.7,102.2,46.6,95.2,2.0,6.8999999999999995,21.6,29.9,16.4,33.0,48.8,32.5,12.5,6.6000000000000005,18.7,28.1,120.7,-19.5
290,1993,LAL,0.4656666666666667,0.5135,0.4688888888888889,0.4870848708487085,0.3139534883720931,0.75,42.2,90.0,39.6,81.3,2.7,8.6,22.5,30.0,13.600000000000001,26.5,40.1,26.8,10.4,4.8,16.7,23.4,109.6,-18.6
291,1993,MIA,0.47707692307692307,0.5336153846153846,0.45538178472861085,0.47301587301587306,0.34532374100719426,0.7699757869249395,49.5,108.7,44.7,94.5,4.800000000000001,13.9,31.8,41.3,18.1,37.6,55.9,27.0,9.8,6.1,20.8,33.3,136.0,-12.200000000000001
292,1993,MIL,0.46907692307692306,0.5209230769230769,0.4621848739495798,0.4843373493975904,0.35000000000000003,0.7492163009404389,44.0,95.2,40.2,83.0,4.2,12.0,23.9,31.9,16.1,31.1,47.3,26.3,10.9,5.8,18.1,25.8,116.1,-21.8
293,1993,MIN,0.47284615384615386,0.5236153846153846,0.46747519294377066,0.4819277108433735,0.2894736842105263,0.7941176470588235,42.4,90.7,40.0,83.0,2.2,7.6,24.3,30.6,13.8,31.099999999999998,44.9,27.1,9.100000000000001,6.6,18.8,29.0,111.4,-32.300000000000004
294,1993,NJN,0.4791764705882353,0.4951176470588235,0.4625112917795845,0.4733268671193016,0.3157894736842105,0.7366946778711484,51.2,110.7,48.8,103.10000000000001,2.4,7.6,26.3,35.7,20.5,40.0,60.4,30.7,10.9,8.2,20.4,32.4,130.9,-28.1
295,1993,NYK,0.45461538461538464,0.5036153846153847,0.4601226993865031,0.47522522522522526,0.3146067415730337,0.7327044025157233,45.0,97.8,42.2,88.8,2.8,8.9,23.3,31.8,15.7,36.1,51.7,29.9,9.4,5.1000000000000005,17.9,30.4,116.4,-5.9
296,1993,ORL,0.522,0.5557692307692308,0.4865424430641822,0.5047619047619047,0.35714285714285715,0.7236467236467236,47.0,96.6,42.4,84.0,4.5,12.6,25.4,35.1,15.4,36.1,51.5,26.0,8.0,6.5,20.1,28.5,124.1,-7.1
297,1993,PHI,0.46835714285714286,0.507,0.45388788426763116,0.4695562435500516,0.34074074074074073,0.7323943661971831,50.2,110.6,45.5,96.9,4.6,13.5,26.0,35.5,15.8,38.1,53.8,28.7,10.1,9.5,21.0,27.0,131.2,-30.8
298,1993,PHO,0.4967692307692308,0.5412307692307692,0.4897003745318352,0.5086206896551725,0.35714285714285715,0.7487309644670052,52.3,106.8,47.2,92.8,5.0,14.0,29.5,39.4,17.0,36.7,53.599999999999994,32.3,11.6,7.1000000000000005,20.4,26.6,139.0,-1.6
299,1993,POR,0.443,0.4896153846153846,0.44778927563499527,0.46730975348338694,0.3046875,0.7391304347826088,47.6,106.30000000000001,43.6,93.3,3.9,12.8,27.2,36.8,17.7,34.3,51.9,28.3,10.9,5.6,17.3,26.8,126.4,-24.8
300,1993,SAC,0.48023076923076924,0.5233076923076923,0.46255506607929514,0.4780439121756487,0.3308270676691729,0.7593582887700535,52.5,113.5,47.9,100.2,4.4,13.3,28.4,37.4,16.3,32.8,49.3,31.6,11.3,5.3,20.3,30.400000000000002,137.7,-10.8
301,1993,SAS,0.492,0.5242857142857142,0.4824945295404814,0.4987684729064039,0.35922330097087385,0.732258064516129,44.1,91.4,40.5,81.2,3.7,10.299999999999999,22.7,31.0,12.3,32.5,44.3,29.3,7.9,6.5,16.7,27.3,114.7,-30.9
302,1993,SEA,0.49154545454545456,0.5352727272727272,0.48156682027649766,0.49621212121212116,0.3246753246753247,0.7715355805243445,41.8,86.8,39.3,79.2,2.5,7.7,20.599999999999998,26.7,14.8,27.4,42.0,23.6,11.5,4.3,15.3,23.0,106.9,0.10000000000000142
303,1993,TOT,0.47317857142857145,0.515,0.46029035012809566,0.48098859315589354,0.27731092436974786,0.7296587926509186,53.9,117.1,50.6,105.2,3.3,11.9,27.8,38.1,24.1,46.2,70.3,27.7,13.9,7.6,22.2,46.9,139.0,-62.5
304,1993,UTA,0.48869230769230765,0.5352307692307693,0.4878048780487805,0.500587544065805,0.30188679245283023,0.7441176470588236,44.0,90.2,42.6,85.1,1.6,5.3,25.3,34.0,14.6,35.6,50.1,28.1,9.8,5.8,17.1,28.4,115.4,-19.5
305,1993,WSB,0.46993333333333337,0.5118666666666667,0.4634760705289673,0.47714808043875684,0.3229166666666667,0.7417582417582418,55.2,119.1,52.2,109.4,3.1,9.6,27.0,36.4,15.8,34.7,50.5,33.9,10.9,5.8,21.0,28.6,140.1,-33.4
306,1994,ATL,0.4410769230769231,0.49223076923076925,0.4592496765847348,0.4746008708272859,0.30487804878048785,0.7208333333333332,35.5,77.3,32.7,68.9,2.5,8.2,17.299999999999997,24.0,14.2,28.0,42.2,25.0,10.3,5.2,13.2,20.7,90.5,-18.7
307,1994,BOS,0.47428571428571425,0.5236428571428572,0.4578896418199419,0.4731296101159114,0.30487804878048785,0.755287009063444,47.3,103.3,44.9,94.9,2.5,8.2,25.0,33.1,15.1,35.1,50.3,27.200000000000003,9.9,5.8999999999999995,18.2,27.8,122.4,-27.5
308,1994,CHH,0.51175,0.5461666666666667,0.4739583333333333,0.4892857142857143,0.3898305084745763,0.7533783783783784,45.5,96.0,41.1,84.0,4.6,11.799999999999999,22.3,29.6,14.4,34.9,49.2,31.0,9.2,5.6,16.6,24.2,118.4,-3.5000000000000004
309,1994,CHI,0.47364285714285714,0.5057857142857143,0.47336065573770497,0.4858115777525539,0.3404255319148936,0.6900369003690037,46.2,97.6,42.8,88.1,3.2,9.4,18.7,27.1,16.6,34.5,51.3,29.3,10.4,5.1,17.900000000000002,25.8,114.3,-21.700000000000003
310,1994,CLE,0.4624,0.5132,0.46458923512747874,0.47974413646055436,0.36134453781512604,0.7664835164835164,49.2,105.9,45.0,93.8,4.3,11.9,27.9,36.4,17.9,39.2,57.3,31.5,11.0,7.199999999999999,17.7,28.4,130.7,-13.4
311,1994,DAL,0.49530769230769234,0.541,0.4403973509933774,0.4558823529411765,0.3068181818181818,0.7610294117647058,39.9,90.60000000000001,37.2,81.6,2.7,8.8,20.7,27.2,18.0,31.6,49.2,19.4,9.5,4.2,16.9,29.2,103.2,-27.0
312,1994,DEN,0.42153333333333337,0.45733333333333337,0.446058091286307,0.46511627906976744,0.2571428571428572,0.7037037037037037,43.0,96.4,40.0,86.0,2.7,10.5,22.8,32.4,15.2,34.9,50.1,27.3,8.9,9.3,21.1,27.2,111.5,-46.8
313,1994,DET,0.4857692307692308,0.533076923076923,0.456140350877193,0.4751515151515151,0.34965034965034963,0.7529880478087648,44.2,96.9,39.199999999999996,82.5,5.0,14.3,18.9,25.1,13.3,32.5,45.9,25.3,8.4,4.4,16.8,27.7,112.3,-15.599999999999998
314,1994,GSW,0.49976923076923074,0.5215384615384615,0.48692152917505027,0.5063001145475373,0.319672131147541,0.6435331230283912,48.4,99.4,44.2,87.3,3.9,12.2,20.4,31.7,15.9,32.4,48.5,30.0,11.9,7.0,19.4,24.7,121.3,-12.3
315,1994,HOU,0.49000000000000005,0.5174666666666666,0.46647780925401316,0.5030229746070134,0.3289473684210526,0.6962457337883958,49.4,105.9,41.6,82.69999999999999,7.5,22.8,20.4,29.3,16.2,43.4,59.4,31.099999999999998,10.7,6.2,21.5,29.8,126.6,-29.2
316,1994,IND,0.4690666666666667,0.5100666666666667,0.4762366634335597,0.48744769874476984,0.35135135135135137,0.7270194986072424,49.1,103.1,46.6,95.60000000000001,2.6,7.4,26.099999999999998,35.9,18.099999999999998,38.0,56.1,35.6,11.9,7.0,22.4,32.0,126.39999999999999,-5.4
317,1994,LAC,0.47946666666666665,0.5106666666666667,0.4605394605394605,0.48216340621403914,0.3037037037037037,0.6710963455149502,46.1,100.10000000000001,41.9,86.89999999999999,4.1,13.5,20.2,30.099999999999998,18.2,37.9,56.0,30.9,12.1,7.3,20.900000000000002,30.6,116.5,-36.4
318,1994,LAL,0.45985714285714285,0.5011428571428571,0.44782608695652176,0.46601941747572817,0.2916666666666667,0.7239263803680982,51.5,115.0,48.0,103.0,3.5,12.0,23.6,32.6,20.9,35.1,55.9,29.8,11.6,7.7,18.5,31.2,129.9,-21.700000000000003
319,1994,MIA,0.48641666666666666,0.5363333333333333,0.4620187304890739,0.48367593712212814,0.338235294117647,0.7791798107255521,44.4,96.1,40.0,82.7,4.6,13.6,24.7,31.7,17.9,33.6,51.6,25.2,8.9,5.2,17.7,29.2,118.5,-4.3999999999999995
320,1994,MIL,0.4777,0.5206000000000001,0.4486345903771131,0.4758190327613105,0.31782945736434104,0.7037037037037037,34.5,76.9,30.5,64.1,4.1,12.9,17.1,24.3,12.3,23.3,35.6,21.8,9.2,4.6,14.299999999999999,20.4,90.4,-14.8
321,1994,MIN,0.44642857142857145,0.49878571428571433,0.4486187845303868,0.4624697336561744,0.3157894736842105,0.7717041800643087,40.6,90.5,38.2,82.6,2.4,7.6,24.0,31.099999999999998,14.6,31.4,45.9,28.4,8.3,5.1,19.8,28.4,107.5,-42.6
322,1994,NJN,0.46049999999999996,0.509,0.44668911335578004,0.45942571785268416,0.3409090909090909,0.7507987220447284,39.8,89.1,36.8,80.1,3.0,8.8,23.5,31.3,17.4,35.0,52.2,24.7,8.7,8.0,14.700000000000001,22.5,106.2,-5.600000000000001
323,1994,NYK,0.48476923076923073,0.5231538461538462,0.4561933534743202,0.47556615017878423,0.35714285714285715,0.7320261437908496,45.3,99.3,39.9,83.9,5.5,15.4,22.4,30.6,16.5,36.2,52.6,31.9,10.3,5.7,19.4,29.8,118.7,11.400000000000002
324,1994,ORL,0.4730714285714286,0.5077857142857143,0.4822771213748657,0.5082592121982211,0.3404255319148936,0.6816720257234726,44.9,93.1,40.0,78.7,4.8,14.1,21.2,31.1,16.3,32.3,48.6,27.2,8.9,6.2,16.900000000000002,25.8,115.60000000000001,-20.9
325,1994,PHI,0.42715384615384616,0.46992307692307694,0.429553264604811,0.4495412844036697,0.2743362831858407,0.6713286713286712,37.5,87.3,34.3,76.3,3.1,11.3,19.2,28.6,16.6,35.300000000000004,51.9,21.9,8.9,8.6,18.5,23.0,97.1,-55.3
326,1994,PHO,0.46193333333333336,0.5004666666666666,0.47834101382488475,0.5042826552462527,0.30666666666666664,0.7191011235955056,51.9,108.5,47.1,93.4,4.6,15.0,25.6,35.6,18.1,36.8,55.1,37.1,11.4,6.4,20.5,25.0,133.9,-33.5
327,1994,POR,0.44485714285714284,0.4812142857142857,0.4406457739791073,0.45377258235919243,0.34234234234234234,0.7361963190184049,46.4,105.3,42.7,94.1,3.8,11.1,24.0,32.6,20.5,34.2,54.5,28.6,10.4,6.0,16.6,28.4,121.0,-20.3
328,1994,SAC,0.45225000000000004,0.4899166666666667,0.44157303370786516,0.45593869731800774,0.34285714285714286,0.7337883959044369,39.3,89.0,35.7,78.3,3.6,10.5,21.5,29.299999999999997,12.0,28.9,40.6,30.8,8.7,5.2,17.7,27.0,103.9,-29.700000000000003
329,1994,SAS,0.46649999999999997,0.5110769230769231,0.4689966178128523,0.4860406091370558,0.36363636363636365,0.6911764705882353,41.6,88.7,38.3,78.8,3.6,9.9,23.5,34.0,17.0,34.6,51.6,23.4,7.3,6.0,16.1,24.3,110.10000000000001,-53.60000000000001
330,1994,SEA,0.4998571428571429,0.5408571428571428,0.48155737704918034,0.4960091220068415,0.3434343434343434,0.7360703812316716,47.0,97.6,43.5,87.7,3.4,9.9,25.1,34.1,15.8,30.2,45.8,28.5,14.3,4.9,17.1,26.9,122.8,9.1
331,1994,TOT,0.42764864864864865,0.46367567567567564,0.44449478930675124,0.4563394178589048,0.30726256983240224,0.7093373493975903,98.1,220.7,92.5,202.7,5.5,17.9,47.1,66.4,39.1,73.7,112.8,47.3,22.3,12.7,39.2,64.1,248.3,-141.0
332,1994,UTA,0.49935714285714283,0.5372142857142858,0.47426470588235303,0.49191374663072773,0.29333333333333333,0.7205387205387205,38.7,81.6,36.5,74.2,2.2,7.5,21.4,29.7,15.0,30.7,45.6,26.3,9.2,5.0,14.9,28.8,101.5,-5.5
333,1994,WSB,0.4483333333333333,0.49466666666666664,0.4636015325670498,0.48220064724919093,0.319327731092437,0.7463556851311954,48.4,104.4,44.7,92.7,3.8000000000000003,11.9,25.6,34.3,16.0,34.7,50.6,27.8,11.2,6.4,21.3,28.6,126.0,-35.3
334,1995,ATL,0.4238571428571429,0.46435714285714286,0.43775100401606426,0.48294434470377023,0.31550802139037437,0.6945812807881773,32.7,74.7,26.9,55.699999999999996,5.9,18.7,14.1,20.3,12.0,25.5,37.300000000000004,22.4,9.1,4.8,14.2,23.3,85.5,-35.7
335,1995,BOS,0.4745714285714286,0.5305714285714286,0.4582542694497153,0.474972191323693,0.3660130718954248,0.7589041095890411,48.3,105.4,42.7,89.9,5.6,15.299999999999999,27.7,36.5,17.1,35.7,52.8,27.3,9.1,5.6,19.8,32.1,130.1,-34.0
336,1995,CHH,0.4975333333333333,0.5306,0.4715284715284715,0.5046480743691899,0.3669354838709677,0.7684563758389261,47.2,100.10000000000001,38.0,75.3,9.1,24.8,22.9,29.8,12.6,36.300000000000004,49.1,32.199999999999996,9.3,5.699999999999999,18.400000000000002,29.7,126.0,-22.7
337,1995,CHI,0.484,0.5259333333333334,0.4599118942731278,0.47286012526096033,0.37640449438202245,0.7472222222222222,52.2,113.5,45.3,95.8,6.7,17.8,26.9,36.0,17.0,36.9,53.9,31.7,13.0,5.5,19.8,31.9,137.7,-7.0
338,1995,CLE,0.4640666666666667,0.5157333333333333,0.43769309989701344,0.44875,0.36627906976744184,0.7652733118971061,42.5,97.1,35.9,80.0,6.3,17.2,23.8,31.1,14.6,32.0,46.7,27.6,10.2,4.8,17.5,25.9,115.4,2.3000000000000007
339,1995,DAL,0.457,0.4975833333333333,0.4424695977549111,0.46322722283205275,0.31875,0.7416413373860182,47.300000000000004,106.9,42.2,91.1,5.1,16.0,24.4,32.9,22.5,34.6,57.199999999999996,25.400000000000002,7.4,5.0,19.0,25.9,124.1,-17.3
340,1995,DEN,0.44494117647058823,0.49900000000000005,0.45525291828793774,0.4799054373522459,0.335195530726257,0.7506849315068492,46.8,102.8,40.6,84.6,6.0,17.9,27.4,36.5,16.3,37.5,53.5,31.9,11.6,8.5,22.0,33.5,127.3,-21.5
341,1995,DET,0.5220714285714286,0.5497142857142857,0.4626262626262626,0.49616368286445006,0.35096153846153844,0.7322033898305084,45.8,99.0,38.8,78.2,7.3,20.8,21.599999999999998,29.5,15.2,33.7,49.2,28.5,11.3,6.5,20.0,34.7,120.9,-37.4
342,1995,GSW,0.52,0.561125,0.4777327935222672,0.5089005235602093,0.3617021276595745,0.7286995515695067,59.0,123.5,48.599999999999994,95.5,10.200000000000001,28.2,32.5,44.6,18.4,42.8,61.5,35.0,11.5,8.6,26.4,34.1,160.4,-21.9
343,1995,HOU,0.48115384615384615,0.5283846153846153,0.46980676328502413,0.5024469820554649,0.3581395348837209,0.7218045112781954,38.9,82.8,30.799999999999997,61.3,7.7,21.5,19.2,26.6,12.0,33.4,45.3,25.3,9.200000000000001,7.3,15.9,26.0,104.9,-26.6
344,1995,IND,0.47114285714285714,0.5197142857142857,0.47380410022779046,0.4906914893617021,0.373015873015873,0.7463126843657818,41.6,87.8,36.9,75.2,4.7,12.6,25.3,33.9,16.1,33.300000000000004,49.5,25.6,9.9,5.6,19.3,28.5,112.6,-10.6
345,1995,LAC,0.45075,0.4900625,0.43510054844606944,0.4512067156348374,0.30985915492957744,0.7147239263803681,47.6,109.4,43.0,95.3,4.4,14.200000000000001,23.3,32.6,17.9,32.5,50.5,28.2,12.3,8.4,20.8,37.5,122.6,-47.3
346,1995,LAL,0.48592857142857143,0.5620666666666666,0.4641192917054986,0.4947491248541423,0.3317972350230414,0.73125,49.8,107.3,42.4,85.7,7.199999999999999,21.700000000000003,23.4,32.0,17.9,36.1,54.099999999999994,30.1,11.6,8.4,18.0,33.3,130.4,-15.800000000000002
347,1995,MIA,0.49572727272727274,0.537,0.4614457831325301,0.4871794871794873,0.3609467455621302,0.7414448669201521,38.3,83.0,32.300000000000004,66.3,6.1,16.9,19.5,26.3,13.1,25.9,39.2,24.3,8.7,3.6,16.2,26.0,102.4,-6.0
348,1995,MIL,0.4936428571428571,0.5436428571428571,0.4581005586592179,0.4850640113798009,0.35937500000000006,0.7138263665594855,41.0,89.5,34.1,70.3,6.9,19.2,22.2,31.1,14.9,30.7,45.6,24.2,9.4,5.5,19.0,26.9,111.0,-32.5
