,player,g-playoffs,g-season,mp_per_g-season,mp_per_g-playoffs,fg_pct-playoffs,fg_pct-season,fg3_pct-playoffs,fg3_pct-season,fg2_pct-playoffs,fta_per_g-playoffs,fta_per_g-season,ft_pct-playoffs,ft_pct-season,tov_per_g-playoffs,tov_per_g-season,pf_per_g-playoffs,pf_per_g-season,pts_per_g-playoffs,pts_per_g-season,bpm-playoffs,bpm-season,per-playoffs,per-season,ts_pct-playoffs,ts_pct-season,usg_pct-playoffs,usg_pct-season,ws-playoffs,ws-season
112,Brian Grant,8.285714285714286,61.285714285714285,27.271428571428572,26.142857142857142,0.4375714285714286,0.4785714285714286,0.0,0.147,0.43814285714285717,3.1571428571428575,3.1,0.5695714285714286,0.775,1.5285714285714285,1.5714285714285714,3.414285714285714,2.9714285714285715,8.457142857142857,10.299999999999999,-4.071428571428571,-1.2285714285714284,10.142857142857142,14.242857142857144,0.4715714285714286,0.5307142857142858,17.414285714285715,18.157142857142855,0.4571428571428572,4.885714285714286
116,Brook Lopez,12.166666666666666,63.0,27.516666666666666,32.55,0.49899999999999994,0.4816666666666667,0.4444,0.24583333333333335,0.5891666666666667,3.4499999999999997,2.783333333333333,0.8436666666666667,0.8275,1.2,1.1666666666666667,2.766666666666667,2.4,15.450000000000001,14.299999999999999,2.4499999999999997,1.2166666666666668,18.183333333333334,18.066666666666666,0.5883333333333333,0.5756666666666667,19.316666666666666,21.45,1.3,5.7
122,Buck Williams,7.714285714285714,77.21428571428571,31.178571428571427,33.8,0.5350714285714285,0.545,0.5,0.11808333333333333,0.5343571428571429,5.328571428571428,4.1,0.6815714285714286,0.6656428571428572,1.707142857142857,1.957142857142857,3.7214285714285715,3.185714285714286,12.428571428571429,11.757142857142856,-0.33571428571428574,-0.05714285714285712,14.007142857142856,14.642857142857142,0.59,0.5824285714285714,14.742857142857144,15.471428571428572,0.5714285714285714,7.1000000000000005
123,Byron Scott,14.076923076923077,76.38461538461539,28.315384615384616,29.823076923076922,0.47084615384615386,0.48069230769230764,0.3986923076923077,0.3668461538461539,0.4853846153846154,3.2615384615384615,2.7615384615384615,0.8144615384615386,0.8283076923076924,1.4,1.5076923076923079,2.4538461538461536,1.9230769230769231,13.46923076923077,14.307692307692308,0.6307692307692309,0.7923076923076924,13.715384615384616,15.561538461538463,0.5700769230769231,0.5576153846153846,19.5,21.43846153846154,0.9076923076923076,5.615384615384615
126,CJ McCollum,7.0,65.55555555555556,30.34444444444445,34.34444444444445,0.4032222222222222,0.45011111111111113,0.3528888888888889,0.39444444444444443,0.435,3.2,2.5,0.795,0.781,2.0777777777777775,1.6666666666666667,2.411111111111111,2.066666666666667,19.644444444444446,18.41111111111111,-1.6333333333333333,0.8666666666666667,12.38888888888889,16.644444444444446,0.4958888888888889,0.5493333333333333,25.58888888888889,25.38888888888889,0.25555555555555554,4.466666666666666
128,Calvin Natt,7.8,64.0,28.860000000000003,29.660000000000004,0.47040000000000004,0.5642,0.3333333333333333,0.15025,0.4746,5.180000000000001,4.720000000000001,0.7322500000000001,0.7912000000000001,1.7200000000000002,1.86,2.2600000000000002,2.1,15.98,16.34,-2.04,1.4600000000000002,12.72,18.14,0.5138,0.6186,21.36,19.94,0.6599999999999999,7.0
129,Cameron Johnson,17.0,63.0,25.1,22.85,0.48250000000000004,0.44,0.4095,0.387,0.6054999999999999,2.0,1.35,0.8594999999999999,0.8534999999999999,0.8,0.7,1.85,1.5499999999999998,9.5,11.05,2.35,1.25,14.3,13.5,0.6559999999999999,0.594,16.15,17.25,1.05,4.1
134,Carlos Boozer,10.375,68.75,32.25,34.725,0.47300000000000003,0.516875,0.0,0.0,0.473625,3.9875,3.825,0.73225,0.719375,2.6,2.3,3.3,3.1375,16.4875,17.5125,-0.050000000000000044,1.4625,16.175,19.3125,0.511,0.547625,24.3375,25.6375,0.7125,6.8875
136,Carmelo Anthony,6.384615384615385,70.61538461538461,34.73846153846154,36.97692307692308,0.4036923076923077,0.4458461538461539,0.26853846153846156,0.33715384615384614,0.42923076923076925,6.653846153846154,6.538461538461538,0.8216923076923077,0.8132307692307693,2.769230769230769,2.569230769230769,3.569230769230769,2.9000000000000004,21.86923076923077,22.753846153846155,0.8615384615384615,0.8538461538461538,16.476923076923075,19.076923076923077,0.5015384615384615,0.5396153846153846,29.36923076923077,29.623076923076926,0.4461538461538461,6.153846153846154
137,Caron Butler,9.285714285714286,67.42857142857143,31.8,32.92857142857143,0.4081428571428572,0.42200000000000004,0.25742857142857145,0.33814285714285713,0.44985714285714284,3.2285714285714286,2.857142857142857,0.8551428571428571,0.8358571428571429,1.7857142857142858,1.657142857142857,2.9142857142857146,2.414285714285714,13.299999999999999,13.757142857142856,-0.5428571428571429,-0.6,12.814285714285715,14.057142857142855,0.4982857142857143,0.5125714285714286,21.085714285714285,21.214285714285715,0.39999999999999997,3.8285714285714287
138,Cedric Ceballos,7.375,60.0,23.25,20.025,0.45625,0.502125,0.23075,0.1955,0.47275,2.2625,3.45,0.71425,0.746875,1.1375,1.5625,1.4125,1.6875,9.55,13.9125,1.0125,0.29999999999999993,16.3875,18.775,0.50725,0.557375,23.425,26.2125,0.2625,4.125
139,Cedric Maxwell,12.666666666666666,74.33333333333333,25.900000000000002,22.21666666666667,0.5106666666666667,0.5183333333333334,0.0,0.027833333333333335,0.5138333333333334,3.8000000000000003,4.583333333333333,0.7737999999999999,0.7811666666666667,1.3333333333333333,1.8333333333333333,2.1166666666666667,2.433333333333333,8.299999999999999,10.583333333333334,1.1500000000000001,0.7666666666666667,12.883333333333333,14.299999999999999,0.5916666666666667,0.6063333333333333,13.416666666666666,16.05,0.9166666666666666,5.683333333333334
141,Charles Barkley,9.461538461538462,69.07692307692308,36.43076923076923,38.97692307692308,0.5295384615384615,0.5313846153846153,0.242,0.24330769230769234,0.5712307692307692,8.6,7.684615384615385,0.7043846153846154,0.735076923076923,2.8692307692307697,3.076923076923077,3.3307692307692305,3.0384615384615383,22.838461538461537,21.5,6.153846153846154,5.884615384615385,24.015384615384615,24.246153846153845,0.595,0.6026153846153846,24.692307692307693,24.49230769230769,1.5076923076923074,11.246153846153847
144,Charles Oakley,9.6,75.06666666666666,32.653333333333336,35.25333333333333,0.4577333333333333,0.4799333333333333,0.3771111111111111,0.1476,0.4633333333333333,3.393333333333333,3.04,0.6938666666666666,0.7682,2.1133333333333337,2.2800000000000002,3.6866666666666665,3.52,10.84,10.526666666666667,0.1466666666666666,-0.14,13.306666666666667,13.866666666666667,0.5162,0.5336,16.2,16.113333333333333,0.7333333333333333,5.786666666666666
146,Charles Smith,9.555555555555555,58.666666666666664,22.066666666666666,16.811111111111114,0.5053333333333333,0.44,0.0,0.13433333333333333,0.5075555555555555,1.5444444444444445,3.2444444444444445,0.6027142857142858,0.6605555555555556,1.088888888888889,1.3888888888888888,2.5444444444444443,2.711111111111111,6.133333333333334,10.066666666666668,1.9000000000000001,-1.8666666666666667,15.488888888888889,12.644444444444446,0.5223333333333334,0.49511111111111117,17.22222222222222,20.77777777777778,0.34444444444444444,3.5999999999999996
148,Chauncey Billups,12.166666666666666,72.16666666666667,31.633333333333336,33.74166666666667,0.3774166666666667,0.42166666666666663,0.3348333333333333,0.39316666666666666,0.3945,5.266666666666667,4.9750000000000005,0.8825,0.8960833333333333,2.1750000000000003,2.0083333333333333,2.6166666666666667,2.0083333333333333,15.483333333333334,15.525,1.0333333333333332,3.6,15.191666666666668,19.224999999999998,0.5290833333333333,0.5880833333333334,21.55,21.958333333333332,1.7166666666666668,9.491666666666667
150,Chris Bosh,14.833333333333334,70.5,35.233333333333334,35.81666666666667,0.4666666666666666,0.504,0.2818333333333333,0.3153333333333333,0.4833333333333334,5.016666666666667,5.8999999999999995,0.7998333333333333,0.8138333333333333,1.6333333333333335,2.0166666666666666,2.6999999999999997,2.3000000000000003,16.849999999999998,19.066666666666666,2.0333333333333337,1.8833333333333335,19.016666666666666,20.616666666666667,0.5486666666666666,0.579,22.71666666666667,24.566666666666666,1.5666666666666667,8.983333333333333
156,Chris Mullin,8.875,71.0,31.05,32.4,0.49125,0.492625,0.429375,0.359625,0.52325,3.475,3.9,0.857375,0.86225,2.05,2.1375,2.0125,2.0500000000000003,16.175,17.025,1.6124999999999998,3.3,15.6875,18.15,0.588375,0.589625,19.95,21.425,0.47500000000000003,7.1125
157,Chris Paul,10.142857142857142,69.14285714285714,33.964285714285715,36.9,0.4875,0.4759285714285714,0.3617142857142857,0.3702142857142857,0.5364285714285714,4.557142857142857,4.371428571428572,0.8698571428571429,0.8817857142857143,2.6999999999999997,2.3857142857142857,2.8785714285714286,2.3857142857142857,20.728571428571428,18.22857142857143,7.264285714285714,7.507142857142857,24.171428571428574,24.835714285714285,0.5893571428571428,0.5890714285714286,25.485714285714288,23.764285714285712,1.4857142857142858,12.321428571428571
158,Chris Webber,8.0,60.7,36.980000000000004,36.92,0.47709999999999997,0.4774,0.1548,0.22759999999999997,0.49610000000000004,4.88,4.779999999999999,0.5833,0.6504,3.1,2.83,3.7700000000000005,3.2299999999999995,18.86,20.61,2.81,3.2399999999999998,18.7,20.82,0.5092000000000001,0.5085,26.48,27.169999999999998,0.54,6.58
159,Christian Laettner,7.5,62.833333333333336,28.133333333333336,25.933333333333334,0.4283333333333334,0.4785,0.13075,0.26216666666666666,0.4435,3.5500000000000003,4.0,0.802,0.8075,1.55,1.9666666666666668,3.35,2.983333333333333,10.366666666666667,12.233333333333334,-0.5499999999999999,1.0999999999999999,13.4,16.833333333333332,0.5006666666666667,0.5535,21.5,20.633333333333333,0.3333333333333333,5.633333333333333
161,Chuck Person,6.375,72.375,28.025000000000002,28.362499999999997,0.3815,0.432375,0.30025,0.35425,0.46342857142857147,3.075,1.975,0.7448571428571429,0.684,1.4625,1.7,2.5375,2.6,13.275,13.325,-5.7625,-0.8625,8.7875,12.675,0.47375,0.5251250000000001,21.0125,20.8375,0.275,3.8000000000000003
166,Clifford Robinson,8.294117647058824,76.3529411764706,30.441176470588236,29.341176470588238,0.3695294117647059,0.43558823529411766,0.23635294117647057,0.3246470588235294,0.3957058823529412,3.3823529411764706,3.7882352941176474,0.684375,0.6684705882352941,1.7941176470588236,1.776470588235294,3.5705882352941174,3.0058823529411764,10.970588235294118,14.158823529411764,-2.5294117647058822,0.20588235294117646,9.376470588235295,14.176470588235293,0.44270588235294117,0.5068235294117647,20.852941176470587,21.91176470588235,0.12352941176470586,5.152941176470588
167,Clint Capela,11.571428571428571,61.714285714285715,24.185714285714287,22.057142857142857,0.5325714285714286,0.6021428571428571,0.0,0.0,0.5335714285714286,2.1142857142857143,2.942857142857143,0.47833333333333333,0.47514285714285714,0.7714285714285715,1.0142857142857142,1.8285714285714287,2.2857142857142856,7.142857142857143,11.3,1.6714285714285715,0.9285714285714286,17.1,20.82857142857143,0.5297142857142857,0.5875714285714286,13.957142857142857,18.614285714285717,1.0,6.828571428571428
169,Clyde Drexler,9.666666666666666,72.4,34.72666666666667,37.559999999999995,0.43320000000000003,0.466,0.26266666666666666,0.28213333333333335,0.46499999999999997,5.7733333333333325,5.506666666666666,0.789,0.7842,2.6933333333333334,2.7266666666666666,3.3266666666666667,3.006666666666667,19.68,20.38,4.62,5.16,18.753333333333334,20.733333333333334,0.5171333333333333,0.5428666666666667,24.293333333333333,25.186666666666667,1.04,9.04
177,Cuttino Mobley,6.5,68.5,36.0,34.175,0.431,0.42874999999999996,0.376,0.3815,0.444,2.15,2.875,0.8300000000000001,0.822,2.0,1.925,2.625,2.275,12.375,14.425,-0.775,-4.85722573273506e-17,11.15,13.6,0.54375,0.5365,18.4,19.625,0.15000000000000002,4.9
183,Dale Ellis,7.3,76.9,27.880000000000003,25.95,0.4168,0.4784,0.34199999999999997,0.40750000000000003,0.42010000000000003,2.38,2.84,0.7685,0.7769999999999999,1.25,1.47,2.05,2.07,12.7,15.780000000000001,-0.74,0.4600000000000001,12.72,16.05,0.5084000000000001,0.5589,21.25,22.64,0.22999999999999998,5.8
184,Damian Lillard,7.625,75.0,36.0625,39.7875,0.410625,0.43975,0.342125,0.3755,0.451125,6.725,6.55,0.89625,0.89575,3.1125,2.7875,2.1875,1.9125,25.35,25.6625,3.6375,5.5875,18.9625,23.375,0.557625,0.5882499999999999,28.099999999999998,29.5375,0.7375,10.8125
186,Damon Stoudamire,7.571428571428571,67.85714285714286,30.457142857142856,29.928571428571427,0.37442857142857144,0.40099999999999997,0.3985714285714286,0.34785714285714286,0.37785714285714284,2.3,2.157142857142857,0.8321428571428572,0.8148571428571428,2.0285714285714285,2.0285714285714285,2.1714285714285713,1.8285714285714287,10.971428571428572,11.585714285714285,0.07142857142857138,-0.2857142857142857,12.742857142857144,14.142857142857142,0.4715714285714286,0.48685714285714293,20.5,20.47142857142857,0.24285714285714288,4.171428571428572
187,Dan Issel,7.75,78.5,27.525,28.75,0.50225,0.49725,0.5,0.308,0.5025000000000001,4.65,5.949999999999999,0.874,0.83125,1.875,1.7750000000000001,2.75,2.6,21.375,19.275,1.875,1.3,21.3,20.675,0.55525,0.5675,27.775,25.275,0.525,7.15
188,Dan Majerle,9.461538461538462,68.46153846153847,32.276923076923076,32.52307692307692,0.3873076923076923,0.4213076923076923,0.3363076923076923,0.3463846153846154,0.4232307692307692,2.5,2.338461538461538,0.7201538461538461,0.7430769230769231,0.9307692307692308,1.1846153846153846,2.315384615384615,2.0615384615384618,10.723076923076924,11.346153846153847,2.5,1.8461538461538463,13.03076923076923,13.476923076923075,0.5139230769230769,0.5324615384615385,15.392307692307693,15.830769230769231,0.7230769230769231,5.869230769230769
189,Dan Roundfield,4.8,69.2,32.92,36.260000000000005,0.48,0.47519999999999996,0.3333333333333333,0.077,0.4822,4.6,5.279999999999999,0.701,0.7628,2.96,2.7199999999999998,2.92,2.92,15.8,15.8,0.039999999999999994,0.82,14.38,17.16,0.5224,0.5376000000000001,21.46,21.84,0.18,5.76
193,Danilo Gallinari,8.0,58.666666666666664,29.083333333333332,28.683333333333334,0.3958333333333333,0.43283333333333335,0.32316666666666666,0.3841666666666667,0.4343333333333333,3.75,4.633333333333334,0.898,0.8931666666666667,1.4000000000000001,1.1666666666666667,2.1999999999999997,1.8166666666666667,13.866666666666667,15.616666666666667,-0.7166666666666668,1.8333333333333333,12.616666666666667,17.216666666666665,0.5258333333333333,0.5995,22.416666666666668,21.266666666666666,0.2833333333333333,5.3
194,Danny Ainge,16.083333333333332,74.5,24.90833333333333,25.108333333333334,0.45175000000000004,0.46466666666666673,0.39566666666666667,0.33841666666666664,0.4789999999999999,1.8083333333333333,1.625,0.81,0.8423333333333334,1.2583333333333333,1.3833333333333335,2.716666666666667,2.35,9.458333333333334,10.225,0.325,0.5833333333333333,12.025,13.783333333333333,0.5505833333333333,0.5486666666666666,17.208333333333332,17.883333333333333,0.7999999999999999,5.0
196,Danny Granger,8.75,65.0,27.9,28.025000000000002,0.41975,0.42025,0.3735,0.35650000000000004,0.44525000000000003,1.7750000000000001,3.5250000000000004,0.8685,0.8594999999999999,1.35,1.625,2.5749999999999997,2.3,12.35,13.725,1.4749999999999999,1.175,13.475,15.5,0.5325,0.5345,19.375,22.375,0.425,5.0
198,Danny Manning,4.777777777777778,61.77777777777778,24.788888888888888,23.48888888888889,0.4421111111111111,0.48422222222222217,0.22216666666666665,0.2041111111111111,0.4653333333333333,3.2333333333333334,3.0555555555555554,0.7597142857142858,0.7312222222222222,1.4555555555555555,1.911111111111111,3.1888888888888887,3.033333333333333,12.144444444444444,12.588888888888889,-0.8444444444444442,0.5666666666666667,13.355555555555556,16.22222222222222,0.4808888888888889,0.5276666666666666,21.044444444444444,23.077777777777776,0.3111111111111111,3.688888888888889
203,Dario Šarić,12.0,64.0,23.5,21.7,0.444,0.45,0.4145,0.3705,0.46199999999999997,2.5,2.35,0.8895,0.854,0.95,1.5,2.15,2.0,10.85,11.649999999999999,2.8,-0.35,16.9,15.05,0.581,0.5745,19.9,21.75,0.85,4.1499999999999995
209,Darrell Griffith,6.166666666666667,79.16666666666667,25.366666666666664,23.133333333333336,0.4736666666666667,0.449,0.39780000000000004,0.3475,0.48666666666666664,1.95,2.1666666666666665,0.73625,0.719,1.7166666666666666,1.8666666666666665,1.3666666666666665,2.033333333333333,13.049999999999999,14.333333333333334,1.0166666666666666,-1.1333333333333333,17.7,13.533333333333333,0.5355,0.5098333333333334,28.450000000000003,24.96666666666667,0.15,2.65
211,Darren Collison,8.0,72.8,28.9,25.380000000000003,0.4344,0.4652,0.3652,0.3888,0.45599999999999996,2.2,2.58,0.8246,0.8544,1.5,1.78,1.5,1.72,9.98,11.72,0.7200000000000003,1.1,14.74,16.18,0.521,0.5638,20.2,18.74,0.4,5.68
214,Darryl Dawkins,7.6,60.0,25.52,24.119999999999997,0.6066,0.5932,0.0,0.1,0.617,3.04,4.66,0.784,0.6988,2.6,2.6399999999999997,4.2,4.4799999999999995,13.14,13.719999999999999,2.7399999999999998,-0.34,17.060000000000002,15.959999999999999,0.6414,0.6314,21.56,21.119999999999997,0.45999999999999996,4.26
219,David Lee,8.6,66.2,24.7,16.56,0.5194,0.5347999999999999,0.0,0.0,0.5216000000000001,1.2,2.7199999999999998,0.659,0.7404,0.76,1.6,2.18,2.3,6.42,11.940000000000001,-0.45999999999999996,1.4200000000000002,14.48,18.84,0.5436,0.5698000000000001,18.14,21.1,0.27999999999999997,5.720000000000001
220,David Robinson,10.25,76.08333333333333,34.291666666666664,35.24166666666667,0.48550000000000004,0.5109166666666667,0.03333333333333333,0.1547,0.48841666666666667,8.133333333333333,8.183333333333334,0.6591666666666667,0.7305833333333333,2.3333333333333335,2.408333333333333,3.466666666666667,2.85,19.125,20.5,6.091666666666666,6.983333333333333,22.8,25.516666666666666,0.54425,0.5761666666666666,24.891666666666666,25.65833333333333,1.4583333333333333,13.683333333333332
221,David Wesley,6.875,73.25,32.175,32.8125,0.389,0.409875,0.384375,0.34575,0.404875,2.2624999999999997,2.925,0.848625,0.790875,1.8375,1.7875,2.8625,2.2875,11.0875,12.9625,-1.15,-0.3375,11.0625,13.6625,0.49974999999999997,0.504,19.9625,20.5125,0.2625,4.7125
222,David West,13.11111111111111,73.44444444444444,25.322222222222223,26.944444444444443,0.4927777777777778,0.5058888888888888,0.3666666666666667,0.26211111111111113,0.4947777777777778,2.888888888888889,2.6888888888888887,0.8063333333333333,0.7917777777777778,1.5222222222222221,1.488888888888889,2.3777777777777778,2.066666666666667,11.666666666666666,11.977777777777778,2.433333333333333,2.088888888888889,16.766666666666666,18.355555555555554,0.5435555555555556,0.5496666666666666,20.433333333333334,21.433333333333334,0.8666666666666667,5.955555555555556
226,DeMar DeRozan,9.0,74.85714285714286,35.628571428571426,38.08571428571428,0.42114285714285715,0.4565714285714285,0.17357142857142854,0.2872857142857143,0.4417142857142857,6.771428571428571,7.542857142857143,0.8522857142857143,0.84,2.3000000000000003,2.3285714285714287,2.6571428571428575,2.1285714285714286,21.857142857142858,23.67142857142857,0.42857142857142855,1.8142857142857143,16.8,20.714285714285715,0.5081428571428572,0.5472857142857144,28.74285714285714,29.97142857142857,0.35714285714285715,8.057142857142859
231,Deandre Ayton,17.5,63.5,30.1,33.45,0.649,0.63,0.5,0.28400000000000003,0.651,2.45,2.45,0.6859999999999999,0.7575000000000001,1.4,1.55,2.75,2.5999999999999996,16.85,15.8,3.3,2.0,21.5,21.1,0.6635,0.6545000000000001,19.6,19.799999999999997,2.4,7.85
237,Dennis Johnson,13.222222222222221,77.55555555555556,34.03333333333333,36.31111111111111,0.4308888888888889,0.4484444444444444,0.203375,0.16044444444444445,0.4415555555555556,4.066666666666666,3.822222222222222,0.846625,0.8303333333333334,2.488888888888889,2.3666666666666667,3.211111111111111,2.7444444444444445,15.744444444444444,13.477777777777778,-0.41111111111111115,0.08888888888888889,13.266666666666667,13.833333333333334,0.48877777777777776,0.5146666666666666,20.233333333333334,18.577777777777776,0.8777777777777778,5.555555555555555
239,Dennis Schröder,7.428571428571429,70.0,25.25714285714286,24.457142857142856,0.5074285714285715,0.4288571428571428,0.41428571428571426,0.33028571428571435,0.5559999999999999,2.9714285714285715,2.742857142857143,0.8181666666666666,0.8075714285714285,1.542857142857143,2.314285714285714,2.0571428571428574,1.9285714285714286,13.328571428571427,13.2,3.128571428571429,-1.8142857142857143,17.557142857142857,13.757142857142856,0.6295714285714286,0.5181428571428571,23.8,25.271428571428572,0.27142857142857146,2.5714285714285716
240,Dennis Scott,9.0,74.6,30.04,28.0,0.36819999999999997,0.41580000000000006,0.3428,0.4018,0.39980000000000004,1.4,1.9,0.762,0.7896,1.3,1.2,2.1,2.0,9.52,13.34,-2.62,0.9,8.36,14.2,0.47759999999999997,0.54,17.04,20.119999999999997,0.26,4.92
241,Derek Anderson,4.8,67.4,29.46,19.619999999999997,0.33999999999999997,0.4022,0.24075000000000002,0.3246,0.3338,3.4,3.7600000000000002,0.6822,0.8554,1.6,1.6199999999999999,1.26,2.04,7.44,12.0,-2.2599999999999993,1.3599999999999999,8.8,15.12,0.46840000000000004,0.5326000000000001,19.740000000000002,20.08,0.020000000000000007,6.040000000000001
243,Derek Harper,9.7,77.3,30.310000000000002,31.689999999999998,0.44930000000000003,0.46740000000000004,0.3393,0.31989999999999996,0.48819999999999997,2.7800000000000002,2.46,0.7021,0.7359,1.77,1.8199999999999998,2.46,2.21,11.42,12.05,1.48,1.83,13.95,15.4,0.5285,0.5371,16.82,18.0,0.66,6.0
244,Deron Williams,10.0,71.66666666666667,33.98888888888889,33.74444444444444,0.4211111111111111,0.448,0.3954444444444445,0.35733333333333334,0.4326666666666667,4.622222222222223,4.033333333333333,0.82275,0.8232222222222222,2.8333333333333335,2.7777777777777777,2.7222222222222223,2.4444444444444446,15.722222222222221,16.044444444444444,1.4777777777777779,1.7777777777777777,15.788888888888888,17.977777777777778,0.5432222222222222,0.5544444444444445,22.38888888888889,22.933333333333334,0.8,7.022222222222222
245,Derrick Coleman,5.571428571428571,64.0,31.61428571428571,37.75714285714286,0.454,0.4492857142857143,0.3444285714285714,0.32399999999999995,0.4818571428571429,5.957142857142857,4.957142857142857,0.7977142857142858,0.7734285714285714,2.3714285714285714,2.4,2.8285714285714287,2.5285714285714285,17.95714285714286,15.714285714285714,4.171428571428572,1.8142857142857143,19.442857142857143,18.057142857142857,0.5495714285714286,0.529,21.885714285714283,23.214285714285715,0.6857142857142857,6.1571428571428575
249,Derrick Rose,7.285714285714286,57.857142857142854,31.271428571428572,37.32857142857143,0.4451428571428572,0.45057142857142857,0.3714285714285714,0.29057142857142854,0.44785714285714284,3.557142857142857,4.057142857142857,0.8857142857142858,0.8247142857142856,3.2428571428571433,2.5714285714285716,1.842857142857143,1.2285714285714284,21.5,17.885714285714286,2.8000000000000003,1.4857142857142858,18.37142857142857,18.114285714285717,0.5187142857142858,0.5257142857142857,29.514285714285712,27.914285714285715,0.5428571428571429,4.871428571428572
251,Detlef Schrempf,8.142857142857142,72.64285714285714,28.778571428571432,30.642857142857142,0.46799999999999997,0.48221428571428576,0.2585,0.3617142857142857,0.4801428571428571,5.085714285714286,4.7,0.7705,0.8004285714285714,2.0714285714285716,1.957142857142857,2.9,2.8714285714285714,13.757142857142856,13.435714285714285,0.12142857142857136,1.207142857142857,14.25,16.25,0.5691428571428572,0.5742857142857142,20.37857142857143,19.892857142857142,0.4714285714285715,7.0928571428571425
253,Devin Booker,16.0,67.5,34.2,38.5,0.449,0.475,0.376,0.36150000000000004,0.48150000000000004,6.0,5.6,0.896,0.8674999999999999,3.45,2.75,3.0,2.6500000000000004,25.3,26.200000000000003,0.8,2.1999999999999997,17.05,20.25,0.5725,0.5814999999999999,30.35,32.35,0.8999999999999999,6.25
259,Dirk Nowitzki,9.666666666666666,77.2,35.93333333333333,40.019999999999996,0.4593333333333333,0.4756,0.3433333333333334,0.3847333333333333,0.4802666666666667,8.0,6.293333333333334,0.8867333333333334,0.8846,2.12,1.8066666666666669,2.82,2.433333333333333,24.64,23.053333333333335,5.446666666666667,5.22,23.126666666666665,23.62,0.5695333333333333,0.5823333333333333,26.740000000000002,27.426666666666666,1.54,12.326666666666666
260,Doc Rivers,8.1,72.8,26.560000000000002,29.169999999999998,0.4305,0.4321,0.3277777777777778,0.261,0.42190000000000005,4.3100000000000005,3.46,0.7829999999999999,0.7819,1.7399999999999998,1.85,3.22,3.0300000000000002,11.35,10.440000000000001,2.12,2.68,14.64,15.739999999999998,0.5445,0.5244,17.759999999999998,18.19,0.63,5.64
261,Dominique Wilkins,5.6,73.4,33.760000000000005,35.47,0.4295,0.4572,0.3188888888888889,0.26030000000000003,0.44000000000000006,6.74,6.55,0.8331111111111111,0.7887,2.52,2.41,2.02,1.8800000000000001,22.05,23.39,2.36,2.75,17.869999999999997,20.759999999999998,0.5062,0.5285,29.98,29.860000000000003,0.34,8.21
263,Donovan Mitchell,7.8,69.0,33.72,37.3,0.42300000000000004,0.4408,0.3456,0.3618,0.46720000000000006,6.68,4.86,0.8583999999999999,0.8343999999999999,3.34,2.8,2.42,2.5,27.979999999999997,24.119999999999997,3.5,2.6,20.54,19.119999999999997,0.5476,0.5554,34.760000000000005,31.580000000000002,0.58,5.8
265,Dorian Finney-Smith,10.333333333333334,70.33333333333333,31.666666666666668,36.233333333333334,0.43966666666666665,0.4696666666666667,0.4083333333333334,0.38833333333333336,0.49533333333333335,0.9333333333333332,1.0666666666666667,0.7693333333333333,0.7176666666666667,1.4000000000000001,0.9333333333333332,3.3000000000000003,2.3666666666666667,10.733333333333334,10.1,0.4333333333333333,0.23333333333333336,11.5,12.266666666666666,0.5790000000000001,0.6026666666666666,13.366666666666667,12.966666666666667,0.6333333333333333,5.3
268,Dražen Petrović,9.666666666666666,76.33333333333333,29.166666666666668,30.7,0.478,0.5036666666666667,0.32633333333333336,0.4506666666666667,0.5023333333333333,3.033333333333333,3.6,0.743,0.8406666666666668,2.466666666666667,2.2333333333333334,2.9333333333333336,2.6999999999999997,15.333333333333334,16.833333333333332,-3.4333333333333336,1.0333333333333334,10.566666666666668,16.2,0.5343333333333333,0.5926666666666667,22.96666666666667,23.233333333333334,0.033333333333333326,6.3
272,Duncan Robinson,12.666666666666666,74.66666666666667,29.0,21.933333333333334,0.4146666666666667,0.436,0.3833333333333333,0.4086666666666667,0.6166666666666667,1.5999999999999999,0.9333333333333332,0.867,0.8646666666666666,0.6666666666666666,0.9666666666666668,2.6999999999999997,2.533333333333333,9.200000000000001,12.5,1.0666666666666667,-0.3666666666666667,11.5,11.566666666666668,0.6206666666666667,0.6283333333333333,16.566666666666666,16.766666666666666,0.6666666666666666,4.3
273,Dwight Howard,10.416666666666666,72.83333333333333,31.658333333333335,32.983333333333334,0.5813333333333334,0.6091666666666666,0.1,0.19191666666666665,0.5854166666666667,8.208333333333334,7.916666666666667,0.53925,0.5530833333333333,2.9166666666666665,2.783333333333333,3.775,3.2416666666666667,15.891666666666666,16.083333333333332,1.5083333333333335,1.8333333333333333,20.033333333333335,21.3,0.58975,0.6158333333333333,21.758333333333336,22.008333333333336,1.1416666666666666,8.958333333333334
275,Dwyane Wade,13.615384615384615,66.84615384615384,34.315384615384616,37.292307692307695,0.46584615384615385,0.4836153846153846,0.28315384615384614,0.2703846153846154,0.4860769230769231,6.769230769230769,7.2153846153846155,0.7833076923076923,0.7640769230769231,3.4615384615384617,3.1153846153846154,2.6384615384615384,2.2615384615384615,22.584615384615386,22.16923076923077,4.7,5.146153846153846,21.576923076923077,23.638461538461538,0.5417692307692308,0.5546923076923077,30.73846153846154,30.915384615384614,1.6615384615384616,8.576923076923077
