,player,g-playoffs,g-season,mp_per_g-season,mp_per_g-playoffs,fg_pct-playoffs,fg_pct-season,fg3_pct-playoffs,fg3_pct-season,fg2_pct-playoffs,fta_per_g-playoffs,fta_per_g-season,ft_pct-playoffs,ft_pct-season,tov_per_g-playoffs,tov_per_g-season,pf_per_g-playoffs,pf_per_g-season,pts_per_g-playoffs,pts_per_g-season,bpm-playoffs,bpm-season,per-playoffs,per-season,ts_pct-playoffs,ts_pct-season,usg_pct-playoffs,usg_pct-season,ws-playoffs,ws-season
283,Eddie Johnson,7.611111111111111,70.27777777777777,26.344444444444445,25.416666666666668,0.39994444444444444,0.45816666666666667,0.2531875,0.31194444444444447,0.4210555555555555,2.6722222222222225,3.138888888888889,0.8805294117647059,0.8163333333333334,1.3611111111111112,1.8444444444444446,2.2555555555555555,2.3499999999999996,12.5,14.700000000000001,-1.8499999999999999,-0.8,12.25,15.305555555555555,0.4691666666666667,0.5228333333333333,23.788888888888888,24.700000000000003,0.25555555555555554,3.538888888888889
284,Eddie Jones,7.363636363636363,70.54545454545455,32.800000000000004,31.836363636363636,0.4170909090909091,0.43418181818181817,0.3719090909090909,0.36463636363636365,0.464,2.9818181818181815,3.1363636363636362,0.7949090909090909,0.7887272727272727,1.1727272727272728,1.4636363636363638,2.7818181818181817,2.4727272727272727,12.063636363636363,13.781818181818181,2.6,2.518181818181818,14.163636363636364,15.654545454545454,0.5462727272727274,0.5491818181818182,17.245454545454546,18.88181818181818,0.6636363636363636,7.090909090909091
288,Elton Brand,8.0,65.8,27.139999999999997,24.080000000000002,0.3462,0.5028,0.0,0.0666,0.34680000000000005,2.56,2.88,0.6888,0.6918,0.74,1.1600000000000001,2.44,2.58,10.2,11.82,-3.14,1.1600000000000001,11.0,17.28,0.4418,0.5344,17.880000000000003,18.36,0.82,6.92
291,Eric Bledsoe,9.6,65.8,23.9,24.68,0.4652,0.4532,0.2688,0.3234,0.5469999999999999,2.54,2.7399999999999998,0.7012,0.7524,1.8199999999999998,2.08,2.12,1.92,10.68,12.059999999999999,1.7,1.86,16.34,17.06,0.532,0.5394,22.16,22.86,0.42000000000000004,4.62
292,Eric Gordon,11.0,61.8,31.04,34.42,0.41899999999999993,0.4046,0.36900000000000005,0.3712,0.48360000000000003,2.5,2.6399999999999997,0.8246,0.8006,1.94,1.6,2.1,2.02,16.380000000000003,15.64,0.14000000000000004,-1.1800000000000002,12.74,12.719999999999999,0.5552,0.5476,21.66,22.22,0.42000000000000004,2.9
302,Fat Lever,6.0,79.5,32.925,29.825000000000003,0.39475,0.448875,0.38957142857142857,0.288875,0.390875,3.025,3.35,0.8067500000000001,0.7655000000000001,1.575,2.1,2.2624999999999997,2.475,12.425,15.0,2.975,3.525,16.2625,18.1,0.46225,0.4965,19.475,19.9125,0.3375,7.125
306,Frank Brickowski,9.25,71.5,22.85,25.075000000000003,0.507,0.522,0.4243333333333334,0.15125,0.56125,3.4499999999999997,2.875,0.647,0.73725,1.875,1.875,3.75,3.275,11.875,10.15,-1.0749999999999997,-1.025,11.924999999999999,13.575,0.553,0.58075,19.45,18.724999999999998,0.15000000000000002,3.55
312,Fred VanVleet,10.4,59.2,25.8,24.380000000000003,0.4288,0.4006,0.35960000000000003,0.3876,0.5307999999999999,1.28,2.16,0.8305,0.843,0.9400000000000001,1.5,1.8399999999999999,1.86,10.040000000000001,12.080000000000002,1.8800000000000003,1.42,14.12,14.74,0.5634,0.5286000000000001,18.6,20.6,0.52,4.34
316,Gary Harris,14.0,56.5,30.3,32.0,0.42000000000000004,0.422,0.358,0.336,0.46,2.1500000000000004,2.05,0.8205,0.8069999999999999,1.15,1.15,2.95,2.05,10.8,11.65,-1.2999999999999998,-2.05,10.15,10.95,0.5455,0.5225,15.25,17.55,0.55,2.25
318,Gary Payton,10.266666666666667,80.4,34.586666666666666,35.61333333333334,0.4126,0.4628,0.2108,0.2752666666666667,0.45080000000000003,2.9,3.1666666666666665,0.7034285714285714,0.7230666666666666,2.0733333333333333,2.1866666666666665,2.76,2.4133333333333336,14.479999999999999,15.54,0.7200000000000001,2.6666666666666665,14.026666666666667,17.673333333333336,0.4605333333333333,0.5216,20.38,21.173333333333336,0.7333333333333333,8.5
320,Gene Banks,5.4,77.6,27.080000000000002,22.34,0.4232,0.5338,0.0,0.0666,0.4384,1.6600000000000001,2.92,0.5455,0.7296,1.3199999999999998,1.72,2.84,2.66,8.120000000000001,10.92,-5.16,0.36,7.08,14.8,0.43079999999999996,0.575,16.12,16.919999999999998,0.22000000000000003,4.9799999999999995
321,George Gervin,6.75,77.75,31.55,30.8,0.37575000000000003,0.49175,0.0,0.21325,0.38375000000000004,5.25,6.2749999999999995,0.8363333333333333,0.86,3.1500000000000004,2.675,3.2,2.825,19.2,23.974999999999998,-4.775,0.825,9.225,19.8,0.42074999999999996,0.55525,23.075,30.35,0.425,6.925
322,George Hill,11.076923076923077,63.53846153846154,26.72307692307692,28.77692307692308,0.4316153846153846,0.4552307692307692,0.38423076923076926,0.37684615384615383,0.461,2.9153846153846152,2.3,0.8208461538461538,0.8115384615384615,1.1692307692307693,1.1846153846153846,2.169230769230769,1.8615384615384616,10.476923076923075,10.36153846153846,0.3692307692307693,0.7307692307692307,12.492307692307692,14.207692307692307,0.5691538461538461,0.571923076923077,15.723076923076924,17.023076923076925,0.823076923076923,4.8999999999999995
329,Gerald Wilkins,6.875,79.5,30.3375,31.6375,0.429625,0.45125,0.289625,0.308625,0.446125,2.6125,2.725,0.831375,0.778375,1.725,1.9,2.5125,2.2125,13.7875,13.55,-0.6124999999999999,-0.8125,12.3625,13.2625,0.49275,0.51125,22.125,21.287499999999998,0.2,3.9375
330,Giannis Antetokounmpo,10.857142857142858,71.28571428571429,33.25714285714286,36.357142857142854,0.5118571428571429,0.542,0.24914285714285714,0.2705714285714286,0.554,8.657142857142857,8.7,0.6365714285714285,0.72,3.085714285714286,3.1571428571428575,3.3714285714285714,3.085714285714286,25.157142857142855,25.385714285714283,7.328571428571428,7.942857142857143,24.514285714285712,27.47142857142857,0.5627142857142857,0.6102857142857143,30.914285714285715,30.900000000000002,1.5999999999999999,11.299999999999999
333,Glen Rice,7.857142857142857,71.85714285714286,36.5,38.771428571428565,0.434,0.4531428571428572,0.3484285714285714,0.4035714285714286,0.4625714285714286,3.6,4.442857142857142,0.856,0.8591428571428572,1.6857142857142857,1.742857142857143,2.5714285714285716,2.3428571428571425,17.914285714285715,19.7,0.21428571428571425,1.1857142857142857,14.6,16.885714285714283,0.5264285714285715,0.5598571428571428,22.342857142857145,23.5,0.4142857142857143,7.871428571428572
335,Goran Dragić,10.0,59.5,26.849999999999998,26.883333333333336,0.462,0.43816666666666665,0.3465,0.345,0.5296666666666666,2.75,2.6833333333333336,0.7906666666666666,0.781,1.8833333333333335,2.1333333333333333,2.65,2.183333333333333,14.716666666666669,12.733333333333334,0.38333333333333336,-0.9499999999999998,15.75,14.366666666666667,0.5546666666666668,0.5408333333333334,25.383333333333336,22.71666666666667,0.4166666666666667,3.0
337,Gordon Hayward,7.25,65.75,31.1,32.324999999999996,0.35925,0.47325,0.2905,0.365,0.40775,3.6500000000000004,3.7,0.95225,0.8412499999999999,1.525,1.725,1.725,1.6,12.950000000000001,15.675,0.3249999999999999,2.5,12.125,17.85,0.50325,0.5832499999999999,19.05,21.375,0.425,6.4750000000000005
338,Grant Hill,4.875,66.125,32.7875,31.05,0.471,0.47662499999999997,0.297,0.254625,0.47525,3.9625,5.4375,0.831857142857143,0.755125,2.325,2.4,2.9875,2.2375,13.1625,16.3125,2.6,2.7625,16.475,18.2,0.53175,0.5435,21.8875,23.1125,0.3375,7.5874999999999995
342,Greg Ballard,6.25,81.25,30.5,28.625,0.4545,0.469,0.13333333333333333,0.30525,0.47625,2.4,2.25,0.8505,0.7925,1.475,1.35,2.325,2.475,10.8,13.375,2.7249999999999996,0.7000000000000001,14.55,14.75,0.5145,0.5065,18.7,19.425,0.325,5.675
350,Gus Williams,4.8,79.2,34.58,40.5,0.4816,0.4558,0.2132,0.19619999999999999,0.5045999999999999,5.0600000000000005,4.38,0.779,0.7388,2.5599999999999996,2.62,1.8,1.78,23.68,19.119999999999997,4.779999999999999,2.7600000000000002,20.060000000000002,18.7,0.529,0.5008,25.839999999999996,25.7,0.52,6.5
351,Hakeem Olajuwon,9.666666666666666,71.06666666666666,36.31333333333334,38.24666666666667,0.5176666666666666,0.5108,0.1,0.1393076923076923,0.5204666666666667,6.533333333333333,6.293333333333334,0.732,0.7084666666666667,2.6933333333333334,3.0866666666666664,3.8466666666666667,3.606666666666667,23.533333333333335,22.28666666666667,6.066666666666666,4.513333333333334,24.0,23.413333333333334,0.5572,0.5509333333333333,26.746666666666666,26.946666666666665,1.5,9.746666666666666
352,Harrison Barnes,16.0,76.75,28.225,31.025,0.41625,0.4465,0.36075,0.3735,0.44399999999999995,2.05,2.0999999999999996,0.73,0.73925,0.95,1.025,2.175,1.9000000000000001,10.9,10.125,-0.32499999999999996,-1.125,11.125,11.625,0.50925,0.536,16.3,16.325,0.8500000000000001,4.4
354,Hassan Whiteside,6.5,64.75,25.575,19.125,0.5225,0.60475,1.0,0.7855,0.5175,2.625,3.525,0.489,0.6655,1.2249999999999999,1.55,2.875,2.7249999999999996,6.45,12.975,-0.7250000000000002,3.0,15.2,24.4,0.537,0.627,15.450000000000001,20.525,0.475,7.4750000000000005
358,Hersey Hawkins,9.25,78.5,31.349999999999998,31.925,0.40700000000000003,0.456875,0.33525,0.4075,0.45387500000000003,3.975,3.7875,0.89425,0.866375,1.5875,1.7375,2.475,2.0,12.675,14.137500000000001,1.9999999999999998,2.525,14.4375,16.2875,0.55125,0.587,17.225,18.675,0.95,7.725
360,Horace Grant,13.076923076923077,74.0,33.5,35.58461538461538,0.5014615384615385,0.5102307692307693,0.2,0.04854545454545455,0.5030769230769231,2.4153846153846152,2.7,0.7183076923076924,0.693076923076923,0.9384615384615385,1.123076923076923,2.8923076923076922,2.4923076923076923,10.415384615384616,11.392307692307693,1.9384615384615385,1.2923076923076924,14.961538461538462,15.915384615384616,0.5336153846153846,0.5407692307692308,13.338461538461539,15.076923076923077,1.5307692307692307,7.769230769230769
361,Hot Rod Williams,6.333333333333333,73.66666666666667,28.977777777777778,27.788888888888888,0.44577777777777783,0.4796666666666667,0.0,0.075,0.4465555555555556,3.1222222222222222,3.5444444444444447,0.6237777777777778,0.722,1.3777777777777778,1.2666666666666666,3.122222222222222,2.511111111111111,9.444444444444445,10.411111111111111,-1.5,0.8333333333333334,11.81111111111111,15.222222222222221,0.4855555555555556,0.5346666666666667,17.044444444444444,16.37777777777778,0.3444444444444444,5.877777777777777
369,Isaiah Rider,7.0,65.66666666666667,33.6,38.199999999999996,0.40633333333333327,0.433,0.29633333333333334,0.36133333333333334,0.42766666666666664,5.433333333333334,3.3666666666666667,0.8460000000000001,0.7983333333333333,3.1666666666666665,2.433333333333333,2.6333333333333333,2.4,16.366666666666667,16.566666666666666,-0.6000000000000001,-0.6333333333333333,13.1,14.233333333333334,0.5223333333333334,0.519,23.433333333333334,24.8,0.3,4.433333333333334
370,Isaiah Thomas,8.333333333333334,75.0,30.599999999999998,33.733333333333334,0.38433333333333336,0.437,0.261,0.37033333333333335,0.45766666666666667,7.733333333333333,6.766666666666667,0.866,0.8826666666666667,3.033333333333333,2.533333333333333,2.6,2.1333333333333333,21.666666666666668,22.5,2.3666666666666667,4.733333333333333,17.8,22.866666666666664,0.532,0.5886666666666667,30.733333333333334,30.46666666666667,0.4666666666666666,9.433333333333332
371,Isiah Thomas,12.333333333333334,76.55555555555556,36.644444444444446,38.388888888888886,0.4361111111111111,0.45744444444444443,0.30066666666666664,0.28588888888888886,0.4487777777777777,6.488888888888889,5.4,0.7582222222222222,0.7801111111111111,3.466666666666667,3.7333333333333334,3.5444444444444443,2.966666666666667,20.48888888888889,19.422222222222224,5.366666666666666,3.522222222222222,19.211111111111112,18.788888888888888,0.514888888888889,0.5214444444444445,25.866666666666667,25.133333333333333,1.4,7.466666666666667
374,J.J. Redick,8.461538461538462,64.3076923076923,24.799999999999997,23.515384615384615,0.3929230769230769,0.4416153846153846,0.3618461538461538,0.4073846153846154,0.4107692307692308,1.7538461538461538,2.3846153846153846,0.8656363636363636,0.8849230769230769,1.169230769230769,1.0538461538461539,1.8076923076923077,1.4923076923076921,9.515384615384615,12.276923076923076,-2.4923076923076923,0.5461538461538462,8.346153846153847,14.561538461538463,0.5264615384615385,0.5929230769230769,18.853846153846153,20.284615384615385,0.3384615384615385,4.530769230769231
376,J.R. Smith,11.666666666666666,63.416666666666664,26.224999999999998,25.599999999999998,0.38283333333333336,0.41041666666666665,0.32008333333333333,0.35175,0.4518333333333333,2.0416666666666665,1.8416666666666668,0.7496363636363637,0.7454166666666667,1.1583333333333334,1.2833333333333334,2.4916666666666667,2.158333333333333,10.691666666666668,11.916666666666666,-0.9083333333333332,-0.19166666666666674,10.708333333333334,13.1,0.5129166666666667,0.5274166666666666,21.425,20.866666666666667,0.5,3.4499999999999997
379,Jack Sikma,6.0,78.875,32.95,33.5875,0.412875,0.458125,0.15314285714285716,0.178875,0.42,4.0,4.5875,0.78375,0.86875,2.1375,2.175,4.025,3.55,14.2625,15.475,-0.07500000000000007,1.95,13.9875,17.1875,0.48562500000000003,0.54525,20.6,20.4125,0.3875,8.1875
381,Jae Crowder,11.88888888888889,73.0,26.422222222222224,27.98888888888889,0.39822222222222226,0.41911111111111116,0.33133333333333337,0.34355555555555556,0.4935555555555556,2.211111111111111,1.9666666666666666,0.7495,0.7802222222222223,0.911111111111111,0.8999999999999999,2.6666666666666665,2.1333333333333333,10.022222222222222,10.222222222222221,0.6000000000000001,0.41111111111111115,11.455555555555556,12.733333333333334,0.5267777777777778,0.553,16.444444444444443,16.48888888888889,0.6000000000000001,4.288888888888889
383,Jalen Brunson,12.5,73.5,28.45,25.6,0.4605,0.5125,0.40449999999999997,0.389,0.478,3.45,2.45,0.7845,0.8175,0.8500000000000001,1.4,1.5,1.75,14.8,14.45,0.8,0.9,17.700000000000003,17.1,0.558,0.6005,24.6,21.049999999999997,0.9,6.3
384,Jalen Rose,9.833333333333334,65.5,25.816666666666666,28.616666666666664,0.4088333333333333,0.45083333333333336,0.28583333333333333,0.3498333333333334,0.4383333333333333,2.2833333333333337,2.983333333333333,0.7939999999999999,0.805,1.8499999999999999,1.7833333333333332,3.016666666666667,2.35,11.85,11.85,-2.1666666666666665,0.5166666666666666,11.283333333333333,15.25,0.4633333333333334,0.5405000000000001,22.55,22.366666666666664,0.44999999999999996,4.016666666666667
387,Jamaal Wilkes,14.333333333333334,79.0,33.56666666666666,30.5,0.4666666666666666,0.523,0.0,0.08333333333333333,0.4706666666666666,2.4,3.733333333333333,0.6753333333333332,0.7440000000000001,1.8666666666666665,1.9000000000000001,2.8000000000000003,2.8000000000000003,14.799999999999999,19.333333333333332,-2.2333333333333334,-0.5333333333333333,11.866666666666667,16.5,0.48833333333333334,0.5536666666666666,20.666666666666668,22.933333333333337,0.6333333333333333,7.033333333333334
388,Jamal Crawford,9.25,75.625,27.675,28.1875,0.393875,0.419,0.30125,0.35225,0.43925000000000003,3.175,3.325,0.883875,0.876625,1.25,1.6375,1.7375,1.4125,14.05,14.9875,-0.15000000000000002,-0.13749999999999996,13.6,15.2875,0.49975,0.542125,25.125,25.1625,0.2125,3.9375
389,Jamal Mashburn,7.428571428571429,59.285714285714285,37.142857142857146,31.928571428571427,0.3252857142857143,0.4225714285714286,0.325,0.3678571428571429,0.32357142857142857,3.8285714285714287,4.3999999999999995,0.7465,0.7839999999999999,1.9285714285714286,2.4714285714285715,2.314285714285714,2.5142857142857147,13.414285714285715,17.5,-3.4857142857142853,0.7142857142857143,8.042857142857143,15.657142857142857,0.4015714285714286,0.51,24.657142857142855,24.357142857142858,0.42857142857142855,5.085714285714286
390,Jamal Murray,16.5,67.0,32.45,37.95,0.46499999999999997,0.4465,0.395,0.3565,0.502,4.25,3.05,0.9,0.8645,2.2,2.1500000000000004,1.9500000000000002,1.85,23.9,18.35,4.35,0.8999999999999999,21.549999999999997,16.85,0.5800000000000001,0.5485,27.0,25.049999999999997,2.0,4.699999999999999
391,Jameer Nelson,7.333333333333333,64.33333333333333,29.816666666666666,31.7,0.42016666666666663,0.45399999999999996,0.326,0.3938333333333333,0.4653333333333333,2.8666666666666667,2.1333333333333333,0.7541666666666668,0.8328333333333333,1.9333333333333333,2.25,2.8833333333333333,2.6,13.683333333333332,13.033333333333333,1.1500000000000001,1.2166666666666666,14.716666666666667,15.916666666666666,0.512,0.5503333333333333,22.383333333333336,21.816666666666666,0.7166666666666668,5.116666666666666
395,James Harden,11.461538461538462,72.46153846153847,34.7,36.03076923076923,0.42338461538461536,0.44261538461538463,0.3392307692307692,0.3623846153846154,0.5074615384615384,7.93076923076923,8.646153846153847,0.8638461538461539,0.8560769230769231,3.5846153846153848,3.7615384615384615,3.0307692307692307,2.5923076923076924,23.153846153846153,24.853846153846156,6.376923076923077,6.438461538461539,21.753846153846155,24.015384615384615,0.5889230769230769,0.6080769230769231,28.03076923076923,29.6,1.5153846153846153,11.5
400,James Worthy,15.88888888888889,79.44444444444444,34.06666666666667,36.8,0.5326666666666666,0.5346666666666667,0.23922222222222222,0.11966666666666666,0.5414444444444445,4.2555555555555555,3.688888888888889,0.7153333333333333,0.7804444444444445,2.066666666666667,2.033333333333333,2.4222222222222225,2.2333333333333334,20.822222222222223,18.788888888888888,2.1333333333333333,2.2666666666666666,17.5,18.11111111111111,0.5632222222222222,0.5718888888888889,23.91111111111111,22.544444444444444,1.6444444444444446,8.11111111111111
405,Jarrett Jack,8.0,80.66666666666667,26.133333333333336,26.5,0.45933333333333337,0.433,0.20833333333333334,0.3256666666666667,0.5166666666666666,2.966666666666667,2.6333333333333333,0.8613333333333334,0.858,2.6,1.9000000000000001,1.7333333333333334,1.5666666666666667,11.766666666666666,11.266666666666666,-0.7999999999999998,-0.43333333333333335,14.5,14.9,0.5446666666666666,0.5223333333333334,22.766666666666666,22.2,0.3666666666666667,3.533333333333333
410,Jason Kidd,9.294117647058824,72.41176470588235,36.029411764705884,39.15294117647059,0.3703529411764706,0.39999999999999997,0.30294117647058827,0.3516470588235294,0.393,2.7529411764705882,2.7411764705882353,0.7651764705882353,0.8004117647058823,2.735294117647059,2.764705882352941,2.4705882352941178,1.8588235294117648,12.429411764705883,12.376470588235295,3.623529411764706,3.994117647058824,15.98235294117647,17.91176470588235,0.4789411764705882,0.5152941176470588,17.735294117647058,18.599999999999998,0.8411764705882353,7.688235294117646
412,Jason Richardson,9.25,66.0,31.924999999999997,33.1,0.42675,0.4365,0.37975,0.38025,0.47125,2.525,2.075,0.72,0.6799999999999999,1.15,1.275,2.575,2.075,15.075000000000001,14.725,2.3249999999999997,1.225,15.55,15.100000000000001,0.54025,0.53575,20.675,20.975,0.9249999999999999,4.825
414,Jason Terry,9.538461538461538,74.76923076923077,27.799999999999997,30.069230769230767,0.4190769230769231,0.4443846153846154,0.3802307692307692,0.3852307692307692,0.45566666666666666,2.1307692307692307,1.8692307692307693,0.8359166666666668,0.8463076923076923,1.3384615384615384,1.3461538461538463,2.1384615384615384,1.6846153846153844,12.323076923076922,12.246153846153845,0.4923076923076922,1.2461538461538462,12.53076923076923,14.807692307692308,0.543923076923077,0.5661538461538461,18.192307692307693,18.992307692307694,0.6153846153846154,5.561538461538461
415,Jason Williams,8.375,69.125,30.0,27.25,0.376,0.40912499999999996,0.322125,0.332125,0.43825000000000003,1.3375,1.4875,0.9305,0.807375,1.675,2.1,1.8,1.4,9.3375,10.5875,-0.5875,0.35,11.8875,14.05,0.49812500000000004,0.5191250000000001,17.8875,18.3,0.2625,3.8375
416,Jay Humphries,5.857142857142857,76.42857142857143,28.485714285714288,26.785714285714285,0.4232857142857143,0.47500000000000003,0.29359999999999997,0.27171428571428574,0.4521428571428571,2.5714285714285716,2.257142857142857,0.7466666666666667,0.7841428571428571,1.6285714285714286,1.8571428571428572,3.185714285714286,2.7285714285714286,9.642857142857142,11.028571428571428,-2.285714285714286,-0.24285714285714283,10.328571428571427,13.6,0.48342857142857143,0.5281428571428571,16.9,17.928571428571427,0.2571428571428572,4.328571428571428
417,Jay Vincent,6.333333333333333,64.16666666666667,23.8,23.483333333333334,0.33416666666666667,0.463,0.0,0.125,0.33549999999999996,4.1499999999999995,3.433333333333333,0.8566,0.8063333333333333,1.8,1.6833333333333333,2.6999999999999997,2.4,11.466666666666667,12.816666666666668,-8.183333333333334,-2.2333333333333334,6.216666666666666,14.516666666666666,0.40599999999999997,0.5183333333333334,24.183333333333334,23.866666666666664,0.08333333333333333,2.6999999999999997
418,Jaylen Brown,17.0,69.0,28.26,30.639999999999997,0.47940000000000005,0.4676,0.33819999999999995,0.364,0.5704,3.28,3.34,0.7356,0.6938000000000001,1.86,1.78,2.7600000000000002,2.46,16.360000000000003,15.6,0.8,-0.68,14.8,14.639999999999997,0.5786,0.561,22.6,23.36,1.2200000000000002,3.94
419,Jayson Tatum,14.8,73.0,33.519999999999996,37.46,0.4384,0.4574,0.3604,0.38980000000000004,0.4734,6.7,4.46,0.8240000000000001,0.8428000000000001,2.7600000000000002,2.16,2.66,2.1,23.119999999999997,21.259999999999998,3.96,2.7600000000000002,18.4,18.759999999999998,0.562,0.5708,27.26,26.6,1.4,7.0200000000000005
422,Jeff Green,9.222222222222221,73.88888888888889,28.01111111111111,28.066666666666666,0.41433333333333333,0.4648888888888889,0.3853333333333333,0.3384444444444445,0.4284444444444444,2.8,2.8555555555555556,0.7864444444444444,0.8017777777777778,1.1666666666666667,1.1888888888888889,2.177777777777778,2.1444444444444444,9.977777777777778,12.155555555555557,-0.9444444444444444,-0.9333333333333333,10.844444444444443,13.677777777777777,0.5376666666666667,0.5667777777777778,16.922222222222224,19.244444444444444,0.34444444444444444,4.266666666666667
423,Jeff Hornacek,12.727272727272727,76.0,32.57272727272727,34.309090909090905,0.46754545454545454,0.4981818181818182,0.4008181818181818,0.4104545454545454,0.4719090909090909,3.972727272727272,3.309090909090909,0.8759090909090909,0.8859090909090909,1.5909090909090908,1.718181818181818,2.890909090909091,2.227272727272727,15.227272727272727,15.363636363636363,2.8363636363636364,3.4181818181818184,16.3,18.10909090909091,0.5710909090909091,0.588090909090909,19.563636363636363,19.90909090909091,1.309090909090909,8.763636363636364
424,Jeff Malone,6.375,78.25,33.5125,33.825,0.457875,0.484,0.111,0.23275,0.464125,4.075,3.85,0.8418571428571429,0.8714999999999999,1.9,1.7875,2.525,2.0,17.4625,19.1,-1.7750000000000001,-1.6,12.4,14.8625,0.5061249999999999,0.534625,24.2625,24.625,0.3125,4.95
425,Jeff Teague,8.7,72.5,26.380000000000003,27.85,0.4004,0.44190000000000007,0.3534,0.3531,0.40549999999999997,3.41,3.12,0.8402222222222222,0.8374,1.8800000000000001,2.13,2.2,1.83,12.35,11.99,-0.33999999999999997,0.29999999999999993,13.41,16.169999999999998,0.5074,0.5421,22.009999999999998,21.95,0.38,4.78
429,Jeremy Lin,6.25,76.25,26.7,20.225,0.32375,0.43474999999999997,0.27449999999999997,0.33175,0.36774999999999997,2.325,3.4,0.9085,0.81525,1.6,2.25,2.025,2.2,7.2,11.8,-5.05,-0.75,6.875,14.125,0.44575000000000004,0.5505,21.525,21.3,0.0,3.85
430,Jermaine O'Neal,6.928571428571429,58.57142857142857,25.292857142857144,23.828571428571426,0.3671428571428571,0.47200000000000003,0.0,0.07553846153846154,0.3712142857142857,3.692857142857143,4.0,0.6313076923076923,0.6697857142857143,1.5214285714285716,1.7,2.707142857142857,2.7214285714285715,9.885714285714286,12.314285714285715,-4.35,-0.6,10.799999999999999,16.607142857142858,0.41714285714285715,0.5159285714285714,24.464285714285715,22.95,0.32142857142857145,4.1
431,Jerome Kersey,8.4,70.33333333333333,24.333333333333332,23.06,0.4372,0.4542,0.125,0.1572,0.4461333333333333,3.1133333333333337,2.8800000000000003,0.7379285714285714,0.6683333333333333,0.9733333333333333,1.38,3.253333333333333,2.9733333333333336,10.58,10.2,1.0733333333333335,0.26000000000000006,15.013333333333332,14.373333333333333,0.4798,0.4938666666666667,20.353333333333335,19.19333333333333,0.5866666666666667,4.446666666666667
434,Jerry Stackhouse,8.333333333333334,57.22222222222222,26.9,26.711111111111112,0.33299999999999996,0.404,0.2902222222222222,0.3098888888888889,0.3693333333333333,4.2555555555555555,4.444444444444445,0.8445555555555555,0.8511111111111112,2.033333333333333,2.1888888888888887,1.577777777777778,1.6222222222222222,12.355555555555556,13.722222222222221,-3.177777777777778,-0.5222222222222223,9.988888888888889,14.799999999999999,0.45211111111111113,0.5205555555555557,25.22222222222222,25.233333333333334,0.1888888888888889,3.177777777777778
437,Jim Paxson,7.0,70.57142857142857,26.62857142857143,23.042857142857144,0.448,0.4837142857142857,0.19042857142857142,0.2397142857142857,0.4654285714285714,3.3714285714285714,3.4285714285714284,0.8019999999999999,0.8300000000000001,1.2,1.4285714285714286,1.7714285714285716,1.842857142857143,12.157142857142857,14.314285714285715,-0.9285714285714287,0.0285714285714286,13.37142857142857,15.428571428571429,0.5141428571428571,0.5418571428571429,21.285714285714285,21.214285714285715,0.2285714285714286,5.285714285714286
439,Jimmy Butler,9.7,62.3,32.05,35.07,0.43044444444444446,0.4554,0.33855555555555555,0.301,0.4597777777777778,5.5,6.3,0.8182222222222222,0.8314999999999999,1.56,1.58,1.7399999999999998,1.3800000000000001,17.18,17.189999999999998,2.62,4.26,16.25,20.52,0.5452222222222223,0.5736,20.22,21.98,1.33,8.45
442,Joe Dumars,11.2,73.3,33.35,37.53,0.4723,0.46369999999999995,0.37722222222222224,0.3776,0.48469999999999996,3.7,3.7299999999999995,0.8657,0.8393,1.7600000000000002,1.9899999999999998,2.13,1.7600000000000002,15.09,14.85,1.29,1.03,13.940000000000001,15.030000000000001,0.5587,0.557,18.8,19.95,1.01,6.51
443,Joe Harris,6.25,66.25,25.425,26.175,0.40625,0.47275,0.377,0.4355,0.43075,1.15,1.075,0.75,0.731,1.075,1.125,2.4749999999999996,1.975,9.45,11.25,-3.725,-1.2249999999999999,8.95,11.625,0.54775,0.61275,17.45,16.4,0.075,3.8
444,Joe Ingles,9.0,77.0,28.860000000000003,31.3,0.41980000000000006,0.46020000000000005,0.3722,0.4244,0.5522,0.8800000000000001,1.1800000000000002,0.77075,0.7736,1.3800000000000001,1.8599999999999999,2.34,2.06,9.34,10.52,1.0,1.9,11.58,13.74,0.5638,0.615,13.580000000000002,15.8,0.48,6.08
445,Joe Johnson,9.23076923076923,75.23076923076923,33.8,35.207692307692305,0.4103846153846154,0.43653846153846154,0.3058461538461538,0.3726153846153846,0.4506153846153846,2.8153846153846156,2.569230769230769,0.7603333333333334,0.8174615384615384,1.7615384615384615,1.7538461538461538,1.9230769230769231,1.6615384615384616,14.884615384615385,15.615384615384615,-0.5615384615384615,0.20769230769230773,12.353846153846153,14.838461538461539,0.4853846153846154,0.5297692307692308,21.853846153846156,21.876923076923074,0.39230769230769236,5.046153846153846
449,Joel Embiid,8.8,59.4,31.68,34.5,0.4638,0.49119999999999997,0.2872,0.33740000000000003,0.5122,9.879999999999999,9.7,0.7991999999999999,0.8106,3.6,3.3,3.5799999999999996,3.02,24.66,26.5,4.14,5.92,22.360000000000003,27.26,0.5798,0.6016,31.419999999999998,34.42,0.9,8.34
452,John Collins,11.5,58.5,30.05,28.2,0.518,0.541,0.3605,0.3815,0.5855,2.0,3.1500000000000004,0.6665,0.813,1.15,1.2000000000000002,2.8499999999999996,3.05,11.65,16.9,0.0,1.9,13.0,19.65,0.5865,0.6275,17.65,21.35,0.9,5.9
