,season,player,pos_x,age_x,team_id_x,g-season,mp_per_g-season,fg_pct-season,fg3_pct-season,fg2_pct-season,fta_per_g-season,ft_pct-season,tov_per_g-season,pf_per_g-season,pts_per_g-season,bpm-season,per-season,ts_pct-season,usg_pct-season,ws-season,pos_y,age_y,team_id_y,g-playoffs,mp_per_g-playoffs,fg_pct-playoffs,fg3_pct-playoffs,fg2_pct-playoffs,fta_per_g-playoffs,ft_pct-playoffs,tov_per_g-playoffs,pf_per_g-playoffs,pts_per_g-playoffs,bpm-playoffs,per-playoffs,ts_pct-playoffs,usg_pct-playoffs,ws-playoffs
6986,2018,Rajon Rondo,PG,31,NOP,65,26.2,0.468,0.333,0.526,0.7,0.543,2.3,1.8,8.3,-0.3,15.3,0.522,16.9,3.6,PG,31,NOP,9,33.6,0.413,0.421,0.411,1.6,0.643,3.7,2.2,10.3,1.1,15.6,0.474,18.6,0.5
6987,2018,Derrick Rose,PG,29,TOT,25,16.8,0.435,0.233,0.474,1.8,0.87,1.4,0.6,8.4,-5.4,11.5,0.507,25.4,-0.2,PG,29,MIN,5,23.8,0.509,0.7,0.468,1.4,0.857,1.6,1.8,14.2,0.7,16.6,0.591,26.1,0.1
6988,2018,Terry Rozier,PG,23,BOS,80,25.9,0.395,0.381,0.41,1.9,0.772,1.0,1.5,11.3,2.1,15.1,0.52,20.4,5.6,PG,23,BOS,19,36.6,0.406,0.347,0.479,2.9,0.821,1.2,2.0,16.5,4.5,17.3,0.538,20.7,2.2
6991,2018,Dario Šarić,PF,23,PHI,78,29.6,0.453,0.393,0.501,2.7,0.86,1.9,2.1,14.6,1.3,15.8,0.582,20.9,6.6,PF,23,PHI,10,32.9,0.421,0.385,0.443,4.0,0.85,1.5,2.8,17.2,3.9,18.6,0.546,22.0,1.2
6993,2018,Mike Scott,PF,29,WAS,76,18.5,0.527,0.405,0.582,1.0,0.658,1.0,1.9,8.8,-1.7,13.6,0.599,20.0,2.5,PF,29,WAS,6,21.0,0.634,0.636,0.633,1.0,1.0,0.8,1.7,10.8,3.3,19.1,0.745,17.0,0.4
6994,2018,Pascal Siakam,PF,23,TOR,81,20.7,0.508,0.22,0.612,1.1,0.621,0.8,2.0,7.3,1.3,14.5,0.549,15.7,4.7,PF,23,TOR,10,17.9,0.61,0.75,0.595,2.0,0.65,0.7,2.7,6.6,-0.1,14.0,0.663,14.4,0.4
6995,2018,Ben Simmons,PG,21,PHI,81,33.7,0.545,0.0,0.551,4.2,0.56,3.4,2.6,15.8,4.5,20.0,0.557,22.3,9.2,PG,21,PHI,10,36.9,0.488,0.0,0.492,5.8,0.707,4.4,3.4,16.3,2.1,16.6,0.541,22.1,0.8
6996,2018,Marcus Smart,SG,23,BOS,54,29.9,0.367,0.301,0.429,2.5,0.729,2.4,2.5,10.2,-1.2,10.8,0.479,19.4,1.9,SG,23,BOS,15,29.9,0.336,0.221,0.44,3.3,0.735,2.4,2.9,9.8,-0.4,11.7,0.447,20.6,0.4
6997,2018,J.R. Smith,SG,32,CLE,80,28.1,0.403,0.375,0.453,0.7,0.696,1.0,2.0,8.3,-3.0,8.4,0.534,13.8,1.4,SG,32,CLE,22,32.1,0.348,0.367,0.313,1.0,0.773,0.9,2.5,8.7,-2.8,6.7,0.486,14.1,0.3
6998,2018,Jason Smith,C,31,WAS,33,8.6,0.391,0.125,0.494,0.6,0.905,0.5,1.3,3.4,-6.4,8.8,0.455,21.7,0.0,C,31,WAS,1,2.0,,,,0.0,,0.0,0.0,0.0,-4.7,0.0,,0.0,0.0
6999,2018,Tony Snell,SG,26,MIL,75,27.4,0.435,0.403,0.49,0.6,0.792,0.5,1.5,6.9,-2.3,8.5,0.578,10.6,2.4,SG,26,MIL,7,19.1,0.292,0.238,0.667,0.0,,0.4,1.4,2.7,-4.3,3.5,0.396,9.8,-0.1
7000,2018,Lance Stephenson,SG,27,IND,82,22.6,0.427,0.289,0.495,1.5,0.661,1.6,2.2,9.2,-1.8,12.4,0.495,21.6,1.8,SG,27,IND,7,21.3,0.462,0.308,0.564,1.3,0.556,1.3,2.9,10.4,0.3,13.8,0.529,24.7,0.3
7003,2018,Jayson Tatum,SF,19,BOS,80,30.5,0.475,0.434,0.492,3.2,0.826,1.4,2.1,13.9,1.2,15.2,0.586,19.4,7.1,SF,19,BOS,19,35.9,0.471,0.324,0.526,5.1,0.845,2.2,2.6,18.5,1.5,16.2,0.578,23.3,1.6
7004,2018,Jeff Teague,PG,29,MIN,70,33.0,0.446,0.368,0.477,3.4,0.845,2.5,2.4,14.2,0.4,16.4,0.553,20.6,4.9,PG,29,MIN,5,30.6,0.451,0.389,0.485,3.4,0.706,2.8,3.8,13.0,-1.2,13.2,0.556,21.6,0.1
7005,2018,Jason Terry,SG,40,MIL,51,16.0,0.383,0.348,0.487,0.2,0.889,0.5,1.0,3.3,-2.0,8.1,0.525,10.1,0.7,SG,40,MIL,3,14.7,0.4,0.4,,0.0,,0.3,0.7,2.0,-2.0,5.5,0.6,6.6,0.0
7006,2018,Klay Thompson,SG,27,GSW,73,34.3,0.488,0.44,0.526,1.3,0.837,1.8,1.6,20.0,-0.4,16.0,0.598,23.7,4.9,SG,27,GSW,21,37.8,0.465,0.427,0.497,1.5,0.871,1.5,2.3,19.6,0.1,13.9,0.579,21.8,1.8
7007,2018,Tristan Thompson,C,26,CLE,53,20.2,0.562,,0.562,1.5,0.544,0.7,1.9,5.8,-2.9,13.6,0.569,12.6,2.5,C,26,CLE,19,21.9,0.59,0.0,0.598,1.4,0.741,0.6,1.4,6.2,-0.2,15.0,0.622,11.8,1.2
7009,2018,P.J. Tucker,PF,32,HOU,82,27.8,0.39,0.371,0.435,0.7,0.717,0.9,2.5,6.1,-1.1,8.3,0.537,10.5,3.9,PF,32,HOU,17,33.5,0.481,0.467,0.515,1.1,0.667,0.8,2.7,8.9,2.4,11.8,0.651,10.2,1.5
7010,2018,Evan Turner,SF,29,POR,79,25.7,0.447,0.318,0.485,1.4,0.85,1.3,2.1,8.2,-2.5,9.9,0.52,15.6,2.6,SF,29,POR,3,29.0,0.364,0.286,0.385,0.7,1.0,2.0,2.7,9.3,-4.2,8.3,0.413,19.6,-0.1
7011,2018,Myles Turner,C,21,IND,65,28.2,0.479,0.357,0.519,3.2,0.777,1.5,2.9,12.7,-0.2,16.6,0.567,20.0,4.7,C,21,IND,7,28.0,0.611,0.462,0.659,2.7,0.789,1.6,3.6,12.4,0.4,15.3,0.698,17.7,0.6
7013,2018,Jonas Valančiūnas,C,25,TOR,77,22.4,0.568,0.405,0.587,2.7,0.806,1.5,2.5,12.7,2.4,22.5,0.628,22.7,7.6,C,25,TOR,10,24.4,0.542,0.4,0.549,3.4,0.824,1.9,2.2,14.6,3.3,25.2,0.599,26.2,0.8
7014,2018,Fred VanVleet,PG,23,TOR,76,20.0,0.426,0.414,0.437,1.3,0.832,1.0,1.7,8.6,2.4,15.9,0.556,19.1,4.7,PG,23,TOR,6,19.0,0.333,0.286,0.455,1.3,0.875,0.7,1.3,6.8,-4.1,8.1,0.482,18.5,0.0
7015,2018,Dwyane Wade,SG,36,TOT,67,22.9,0.438,0.288,0.468,2.8,0.714,2.1,1.9,11.4,-1.0,15.0,0.5,26.2,1.1,SG,36,MIA,5,25.4,0.443,0.0,0.47,5.2,0.808,2.2,2.2,16.6,0.6,17.4,0.51,31.4,0.1
7016,2018,John Wall,PG,27,WAS,41,34.4,0.42,0.371,0.436,5.9,0.726,3.9,2.0,19.4,3.0,19.1,0.515,29.1,2.7,PG,27,WAS,6,39.0,0.441,0.19,0.491,7.8,0.851,4.5,2.7,26.0,6.7,24.2,0.528,32.9,0.6
7017,2018,David West,C,37,GSW,73,13.7,0.571,0.375,0.576,1.1,0.759,1.1,1.6,6.8,3.1,20.9,0.6,21.7,3.5,C,37,GSW,18,9.7,0.6,0.5,0.605,0.2,1.0,0.6,1.3,3.3,5.8,19.2,0.631,14.5,0.8
7018,2018,Russell Westbrook,PG,29,OKC,80,36.4,0.449,0.298,0.485,7.1,0.737,4.8,2.5,25.4,6.3,24.7,0.524,34.1,10.1,PG,29,OKC,6,39.2,0.398,0.357,0.412,6.7,0.825,5.2,3.5,29.3,4.1,20.3,0.493,39.0,0.3
7019,2018,Derrick White,PG,23,SAS,17,8.2,0.485,0.615,0.4,1.2,0.7,0.4,0.5,3.2,2.3,15.9,0.646,15.4,0.5,PG,23,SAS,3,6.0,0.5,0.5,0.5,0.0,,0.0,0.0,2.3,8.3,20.0,0.583,15.2,0.0
7020,2018,Hassan Whiteside,C,28,MIA,54,25.3,0.54,1.0,0.538,3.4,0.703,1.7,2.4,14.0,2.6,24.1,0.573,24.7,5.3,C,28,MIA,5,15.4,0.45,,0.45,2.6,0.615,2.4,3.2,5.2,-9.8,6.9,0.505,21.1,-0.1
7021,2018,Andrew Wiggins,SF,22,MIN,82,36.3,0.438,0.331,0.475,3.8,0.643,1.7,2.0,17.7,-2.4,13.0,0.505,23.4,2.1,SF,22,MIN,5,32.8,0.441,0.333,0.489,4.0,0.6,1.8,2.8,15.8,-1.7,11.7,0.514,23.9,0.0
7023,2018,Delon Wright,PG,25,TOR,69,20.8,0.465,0.366,0.52,1.7,0.829,1.1,1.2,8.0,3.3,16.5,0.574,17.2,4.5,PG,25,TOR,10,21.5,0.456,0.429,0.468,1.6,0.938,0.9,1.0,8.6,5.2,18.0,0.573,17.7,0.5
7026,2018,Nick Young,SG,32,GSW,80,17.4,0.412,0.377,0.481,0.8,0.862,0.5,1.3,7.3,-3.5,10.0,0.562,17.5,1.7,SG,32,GSW,20,10.3,0.302,0.298,0.333,0.4,0.75,0.1,0.9,2.6,-6.3,3.1,0.46,12.8,0.1
7027,2018,Thaddeus Young,PF,29,IND,81,32.2,0.487,0.32,0.531,1.1,0.598,1.3,2.2,11.8,0.2,14.8,0.528,17.3,5.5,PF,29,IND,7,33.9,0.6,0.286,0.642,1.9,0.385,1.0,3.1,11.3,4.0,17.9,0.601,14.5,0.9
7028,2018,Tyler Zeller,C,28,TOT,66,16.8,0.56,0.357,0.578,1.2,0.722,0.7,1.9,6.7,-1.4,16.0,0.598,16.4,2.9,C,28,MIL,7,9.4,0.8,,0.8,0.6,0.75,0.1,1.6,1.6,0.8,13.4,0.814,5.7,0.3
7030,2019,Steven Adams,C,25,OKC,80,33.4,0.595,0.0,0.596,3.7,0.5,1.7,2.6,13.9,1.1,18.5,0.591,16.4,9.1,C,25,OKC,5,31.8,0.667,0.0,0.683,1.6,0.375,1.8,2.6,11.8,1.8,15.7,0.648,14.6,0.3
7031,2019,LaMarcus Aldridge,C,33,SAS,81,33.2,0.519,0.238,0.528,5.1,0.847,1.8,2.2,21.3,1.8,22.9,0.576,26.9,9.3,C,33,SAS,7,34.9,0.455,0.273,0.473,4.7,0.818,1.0,3.0,20.0,2.3,21.8,0.517,27.0,0.7
7034,2019,Al-Farouq Aminu,PF,28,POR,81,28.3,0.433,0.343,0.514,2.1,0.867,0.9,1.8,9.4,0.7,13.2,0.568,13.7,5.8,PF,28,POR,16,24.9,0.349,0.294,0.397,2.3,0.75,1.0,2.1,7.4,-0.9,11.0,0.473,15.3,0.4
7035,2019,Giannis Antetokounmpo,PF,24,MIL,72,32.8,0.578,0.256,0.641,9.5,0.729,3.7,3.2,27.7,10.4,30.9,0.644,32.3,14.4,PF,24,MIL,15,34.3,0.492,0.327,0.536,11.2,0.637,3.3,3.2,25.5,8.4,26.5,0.57,32.2,2.3
7036,2019,D.J. Augustin,PG,31,ORL,81,28.0,0.47,0.421,0.511,2.6,0.866,1.6,1.4,11.7,0.5,15.7,0.616,17.2,6.9,PG,31,ORL,5,28.2,0.488,0.476,0.5,3.2,0.875,1.4,1.4,12.8,3.5,16.7,0.666,17.3,0.4
7037,2019,Will Barton,SF,28,DEN,43,27.7,0.402,0.342,0.447,1.7,0.77,1.5,1.9,11.5,-1.8,11.0,0.501,20.0,1.2,SF,28,DEN,14,23.4,0.348,0.273,0.4,1.9,0.692,0.9,1.4,9.1,-3.1,10.4,0.434,21.6,0.0
7038,2019,Aron Baynes,C,32,BOS,51,16.1,0.471,0.344,0.519,1.2,0.855,0.8,2.5,5.6,-1.5,14.0,0.567,15.2,2.4,C,32,BOS,9,12.8,0.571,0.333,0.75,0.2,0.5,0.6,2.2,2.1,-2.3,6.7,0.638,7.6,0.2
7039,2019,Malik Beasley,SG,22,DEN,81,23.2,0.474,0.402,0.56,0.8,0.848,0.7,1.4,11.3,0.1,14.2,0.599,18.7,4.5,SG,22,DEN,14,20.1,0.387,0.404,0.37,2.2,0.71,0.5,1.4,8.1,-1.9,12.1,0.53,18.0,0.4
7040,2019,Marco Belinelli,SG,32,SAS,79,23.0,0.413,0.372,0.468,1.6,0.903,0.9,1.5,10.5,-1.7,11.9,0.557,19.8,2.5,SG,32,SAS,7,18.7,0.368,0.381,0.353,0.9,0.833,0.3,1.0,5.9,-2.8,8.8,0.504,15.1,0.1
7041,2019,Jordan Bell,C,24,GSW,68,11.6,0.516,0.0,0.521,0.6,0.61,0.6,1.2,3.3,-0.9,12.9,0.531,13.7,1.6,C,24,GSW,15,7.1,0.548,,0.548,0.7,0.7,0.1,0.9,2.7,3.4,18.7,0.579,15.3,0.4
7042,2019,Dāvis Bertāns,PF,26,SAS,76,21.5,0.45,0.429,0.513,0.8,0.883,0.6,1.8,8.0,1.3,13.0,0.632,14.1,4.0,PF,26,SAS,5,15.8,0.333,0.273,0.5,1.0,0.6,0.2,2.0,3.2,-4.8,4.5,0.465,10.7,0.0
7043,2019,Patrick Beverley,PG,30,LAC,78,27.4,0.407,0.397,0.421,1.6,0.78,1.1,3.4,7.6,0.9,11.8,0.561,12.2,4.8,PG,30,LAC,6,32.5,0.426,0.433,0.412,1.3,0.75,1.7,3.5,9.8,2.3,13.7,0.584,12.7,0.2
7045,2019,Eric Bledsoe,PG,29,MIL,78,29.1,0.484,0.329,0.582,3.0,0.75,2.1,2.0,15.9,3.1,19.3,0.577,22.9,8.2,PG,29,MIL,15,28.2,0.411,0.236,0.522,3.4,0.706,2.2,1.9,13.7,-0.2,14.2,0.494,24.4,0.7
7046,2019,Bojan Bogdanović,SF,29,IND,81,31.8,0.497,0.425,0.538,3.8,0.807,1.7,1.7,18.0,0.7,16.1,0.613,22.4,6.8,SF,29,IND,4,37.0,0.397,0.318,0.439,4.3,0.882,1.5,1.8,18.0,1.9,15.2,0.511,23.7,0.3
7047,2019,Andrew Bogut,C,34,GSW,11,12.2,0.5,,0.5,0.3,1.0,0.7,2.0,3.5,-2.9,13.4,0.523,14.5,0.3,C,34,GSW,19,9.4,0.649,,0.649,0.3,0.8,0.5,2.0,2.7,1.8,17.3,0.663,11.9,0.7
7050,2019,Malcolm Brogdon,SG,26,MIL,64,28.6,0.505,0.426,0.544,2.4,0.928,1.4,1.6,15.6,2.2,17.8,0.614,20.7,6.5,SG,26,MIL,7,28.3,0.449,0.378,0.512,1.6,0.636,1.4,2.3,13.0,2.4,14.3,0.549,20.1,0.5
7051,2019,Bruce Brown,SG,22,DET,74,19.6,0.398,0.258,0.457,0.8,0.75,0.6,2.4,4.3,-3.3,6.9,0.469,11.5,1.5,SG,22,DET,4,14.3,0.357,0.2,0.444,0.5,1.0,0.5,2.0,3.3,-6.4,4.6,0.437,12.4,-0.1
7052,2019,Jaylen Brown,SG,22,BOS,74,25.9,0.465,0.344,0.529,2.7,0.658,1.3,2.5,13.0,-2.1,13.5,0.547,22.1,3.0,SG,22,BOS,9,30.4,0.506,0.35,0.638,3.3,0.767,1.7,3.3,13.9,0.7,13.1,0.624,18.4,0.7
7053,2019,Sterling Brown,SG,23,MIL,58,17.8,0.465,0.361,0.558,0.7,0.69,0.8,1.5,6.4,-1.5,10.9,0.563,15.2,2.1,SG,23,MIL,11,14.7,0.395,0.333,0.471,1.0,0.727,0.7,1.5,4.1,0.2,10.6,0.525,13.4,0.4
7055,2019,Jimmy Butler,SF-SG,29,TOT,65,33.6,0.462,0.347,0.494,5.6,0.855,1.5,1.7,18.7,3.7,20.2,0.571,22.3,7.9,SF,29,PHI,12,35.1,0.451,0.267,0.515,6.0,0.875,1.8,1.7,19.4,6.2,21.1,0.564,22.9,1.7
7056,2019,José Calderón,PG,37,DET,49,12.9,0.375,0.246,0.492,0.2,0.818,0.7,1.3,2.3,-3.9,7.1,0.453,10.9,0.6,PG,37,DET,3,3.3,,,,0.0,,0.0,0.0,0.0,10.8,21.4,,0.0,0.0
7057,2019,Clint Capela,C,24,HOU,67,33.6,0.648,,0.648,3.9,0.636,1.4,2.5,16.6,3.0,23.8,0.658,18.2,10.8,C,24,HOU,11,30.1,0.561,,0.561,3.2,0.429,1.5,2.4,9.7,-0.6,15.7,0.549,15.0,0.9
7058,2019,DeMarre Carroll,PF,32,BRK,67,25.4,0.395,0.342,0.457,3.6,0.76,1.1,1.7,11.1,-1.5,12.1,0.546,18.6,3.1,PF,32,BRK,5,23.8,0.237,0.292,0.143,1.6,1.0,0.6,1.6,6.6,-5.4,5.4,0.397,15.2,-0.1
7062,2019,Zach Collins,C,21,POR,77,17.6,0.473,0.331,0.534,1.6,0.746,1.0,2.3,6.6,-1.2,13.5,0.562,16.6,2.9,C,21,POR,16,17.2,0.506,0.333,0.567,1.6,0.8,1.3,3.4,6.8,0.7,14.4,0.592,17.7,0.5
7063,2019,Darren Collison,PG,31,IND,76,28.2,0.467,0.407,0.492,2.5,0.832,1.6,1.8,11.2,1.8,16.7,0.574,17.7,6.8,PG,31,IND,4,29.3,0.422,0.364,0.441,1.5,1.0,2.5,2.8,12.0,-4.1,9.9,0.504,22.6,0.0
7064,2019,Pat Connaughton,SG,26,MIL,61,20.7,0.466,0.33,0.647,0.7,0.725,0.5,1.3,6.9,1.2,13.6,0.573,13.3,3.9,SG,26,MIL,15,21.6,0.481,0.357,0.629,0.5,0.5,0.5,0.9,6.2,3.0,13.7,0.577,11.7,1.0
7065,2019,Quinn Cook,PG,25,GSW,74,14.3,0.465,0.405,0.515,0.4,0.769,0.7,1.2,6.9,-2.1,13.1,0.565,20.2,1.8,PG,25,GSW,17,11.4,0.4,0.324,0.472,0.2,1.0,0.4,0.8,4.2,-5.0,8.0,0.495,17.5,0.0
7066,2019,DeMarcus Cousins,C,28,GSW,30,25.7,0.48,0.274,0.551,4.8,0.736,2.4,3.6,16.3,3.0,21.4,0.562,28.1,2.4,C,28,GSW,8,16.6,0.396,0.25,0.439,3.1,0.64,2.4,3.0,7.6,-3.5,11.0,0.477,27.1,-0.1
7067,2019,Torrey Craig,SF,28,DEN,75,20.0,0.442,0.324,0.569,0.9,0.7,0.6,2.3,5.7,-1.9,10.4,0.547,12.4,3.0,SF,28,DEN,14,23.6,0.478,0.472,0.485,1.1,0.563,0.4,2.7,6.6,0.0,12.2,0.605,11.1,0.8
7068,2019,Jae Crowder,SF,28,UTA,80,27.1,0.399,0.331,0.527,2.5,0.721,1.1,2.1,11.9,0.3,12.1,0.538,19.1,4.4,SF,28,UTA,5,26.0,0.37,0.3,0.5,3.8,0.737,0.2,1.4,11.4,3.1,14.0,0.524,18.1,0.3
7069,2019,Dante Cunningham,PF,31,SAS,64,14.5,0.475,0.462,0.484,0.3,0.778,0.3,1.1,3.0,-0.6,10.2,0.585,8.9,1.9,PF,31,SAS,5,2.6,0.667,1.0,0.0,0.0,,0.0,0.0,1.2,12.1,29.5,1.0,10.7,0.1
7070,2019,Seth Curry,SG,28,POR,74,18.9,0.456,0.45,0.463,0.7,0.846,0.8,1.3,7.9,-1.0,11.4,0.595,16.6,2.4,SG,28,POR,16,20.4,0.366,0.404,0.3,0.7,0.818,0.4,1.7,5.6,-1.4,8.3,0.518,12.5,0.3
7071,2019,Stephen Curry,PG,30,GSW,69,33.8,0.472,0.437,0.525,4.2,0.916,2.8,2.4,27.3,6.6,24.4,0.641,30.4,9.7,PG,30,GSW,22,38.5,0.441,0.377,0.524,7.1,0.943,3.0,3.1,28.2,5.2,22.6,0.62,29.0,3.3
7072,2019,Ed Davis,C,29,BRK,81,17.9,0.616,0.0,0.62,2.0,0.617,0.8,2.8,5.8,0.0,17.3,0.632,12.7,5.7,C,29,BRK,3,13.7,0.7,,0.7,0.7,1.0,0.0,3.0,5.3,3.8,19.6,0.735,10.8,0.2
7073,2019,DeMar DeRozan,SG,29,SAS,77,34.9,0.481,0.156,0.492,5.7,0.83,2.6,2.3,21.2,1.1,19.6,0.542,27.9,6.3,SG,29,SAS,7,35.9,0.487,0.0,0.492,6.3,0.864,1.7,2.3,22.0,3.8,23.2,0.557,27.7,0.8
7074,2019,Spencer Dinwiddie,PG,25,BRK,68,28.1,0.442,0.335,0.528,5.2,0.806,2.2,2.8,16.8,0.6,16.3,0.58,24.9,4.8,PG,25,BRK,5,26.2,0.435,0.375,0.474,2.8,0.714,1.6,2.0,14.6,-3.2,12.4,0.536,23.6,0.0
7076,2019,Jared Dudley,PF,33,BRK,59,20.7,0.423,0.351,0.545,0.8,0.696,0.7,2.2,4.9,-1.8,7.8,0.554,10.4,1.8,PF,33,BRK,4,20.5,0.273,0.222,0.5,1.0,1.0,1.0,2.5,3.0,-2.0,4.7,0.47,8.3,0.0
7077,2019,Kevin Durant,SF,30,GSW,78,34.6,0.521,0.353,0.587,6.5,0.885,2.9,2.0,26.0,5.5,24.2,0.631,29.0,11.5,SF,30,GSW,12,36.8,0.514,0.438,0.552,9.4,0.903,3.6,3.2,32.3,7.6,26.8,0.661,32.9,1.9
7079,2019,Joel Embiid,C,24,PHI,64,33.7,0.484,0.3,0.535,10.1,0.804,3.5,3.3,27.5,4.9,26.1,0.593,33.3,8.7,C,24,PHI,11,30.4,0.428,0.308,0.467,8.2,0.822,3.6,3.1,20.2,5.1,21.8,0.559,30.2,1.0
7080,2019,James Ennis III,SF,28,TOT,58,21.2,0.469,0.353,0.601,1.4,0.716,0.6,2.6,6.7,-1.5,11.0,0.59,12.7,2.6,SF,28,PHI,11,21.1,0.484,0.281,0.688,1.7,0.632,0.9,2.8,7.5,-0.2,11.3,0.574,15.0,0.5
7084,2019,Derrick Favors,C,27,UTA,76,23.2,0.586,0.218,0.64,3.0,0.675,1.1,2.1,11.8,3.3,21.8,0.624,19.4,7.9,C,27,UTA,5,20.6,0.639,0.0,0.697,3.8,0.684,1.0,2.4,11.8,7.9,27.9,0.665,20.4,0.5
7085,2019,Raymond Felton,PG,34,OKC,33,11.5,0.407,0.328,0.473,0.4,0.923,0.4,0.9,4.3,-1.3,11.2,0.505,16.6,0.7,PG,34,OKC,5,11.4,0.308,0.25,0.4,0.4,0.5,0.4,1.4,2.2,-3.8,4.2,0.396,11.9,0.0
7087,2019,Bryn Forbes,SG,25,SAS,82,28.0,0.456,0.426,0.489,1.0,0.885,1.0,1.9,11.8,-1.2,12.0,0.586,17.4,3.8,SG,25,SAS,7,30.3,0.482,0.484,0.48,1.3,0.667,0.4,2.0,10.7,-0.8,11.6,0.625,13.7,0.4
7091,2019,Enes Freedom,C,26,TOT,67,24.5,0.549,0.294,0.562,2.9,0.787,1.8,2.5,13.7,1.0,22.3,0.594,23.1,5.4,C,26,POR,16,28.8,0.514,0.25,0.521,2.6,0.756,1.6,2.3,11.4,-0.3,17.0,0.555,17.9,1.1
7092,2019,Danilo Gallinari,SF,30,LAC,68,30.3,0.463,0.433,0.484,6.0,0.904,1.5,1.9,19.8,4.3,21.0,0.633,23.8,8.2,SF,30,LAC,6,33.5,0.351,0.302,0.382,5.5,0.848,1.8,2.3,19.8,-2.4,13.6,0.474,27.9,-0.1
7094,2019,Marc Gasol,C,34,TOT,79,30.8,0.448,0.363,0.487,3.2,0.759,2.0,2.7,13.6,3.1,16.7,0.546,20.7,6.0,C,34,TOR,24,30.6,0.422,0.382,0.462,1.9,0.87,0.9,3.5,9.4,3.4,13.5,0.564,13.6,2.3
7096,2019,Paul George,SF,28,OKC,77,36.9,0.438,0.386,0.484,7.0,0.839,2.7,2.8,28.0,7.2,23.3,0.583,29.5,11.9,SF,28,OKC,5,40.8,0.436,0.319,0.537,9.8,0.816,4.0,4.2,28.6,3.2,18.8,0.583,29.8,0.5
7098,2019,Rudy Gobert,C,26,UTA,81,31.8,0.669,,0.669,6.4,0.636,1.6,2.9,15.9,5.4,24.6,0.682,17.8,14.4,C,26,UTA,5,30.4,0.594,,0.594,4.6,0.783,1.8,3.2,11.2,3.0,20.5,0.665,14.3,0.6
7099,2019,Aaron Gordon,PF,23,ORL,78,33.8,0.449,0.349,0.499,3.2,0.731,2.1,2.2,16.0,0.6,15.1,0.538,21.8,5.1,PF,23,ORL,5,32.8,0.468,0.4,0.5,3.8,0.526,2.6,3.2,15.2,3.5,15.3,0.54,22.5,0.2
7100,2019,Eric Gordon,SG,30,HOU,68,31.7,0.409,0.36,0.497,2.2,0.783,1.3,2.1,16.2,-1.3,12.2,0.549,22.0,2.6,SG,30,HOU,11,37.3,0.447,0.4,0.527,2.5,0.857,2.5,2.0,17.8,0.5,12.7,0.604,20.3,0.6
7102,2019,Jerami Grant,PF,24,OKC,80,32.7,0.497,0.392,0.555,2.8,0.71,0.8,2.7,13.6,0.2,13.8,0.592,15.4,7.3,PF,24,OKC,5,35.2,0.5,0.45,0.55,2.6,0.692,0.8,2.6,11.6,2.5,13.2,0.634,12.1,0.4
7104,2019,Danny Green,SG,31,TOR,80,27.7,0.465,0.455,0.487,0.6,0.841,0.9,2.1,10.3,2.0,13.0,0.632,14.1,5.9,SG,31,TOR,24,28.5,0.342,0.328,0.389,1.0,0.913,1.1,2.5,6.9,-0.7,7.6,0.503,12.6,0.8
7105,2019,Draymond Green,PF,28,GSW,66,31.3,0.445,0.285,0.549,1.4,0.692,2.6,3.0,7.4,1.4,12.9,0.526,13.1,4.3,PF,28,GSW,22,38.7,0.498,0.228,0.587,3.2,0.718,3.8,3.9,13.3,3.6,16.5,0.561,17.5,2.0
7106,2019,Gerald Green,SG,33,HOU,73,20.2,0.4,0.354,0.547,0.9,0.838,0.8,1.7,9.2,-1.7,11.4,0.555,19.5,1.9,SG,33,HOU,11,8.8,0.3,0.345,0.182,0.5,1.0,0.3,1.1,3.5,-3.3,7.2,0.462,20.5,0.0
7107,2019,JaMychal Green,PF,28,TOT,65,21.1,0.483,0.403,0.53,1.6,0.792,1.3,3.0,9.4,-1.7,14.7,0.587,19.4,2.9,PF,28,LAC,6,23.5,0.535,0.522,0.55,1.7,0.8,1.8,3.7,11.0,-0.6,13.0,0.696,17.0,0.1
7108,2019,Blake Griffin,PF,29,DET,75,35.0,0.462,0.362,0.525,7.3,0.753,3.4,2.7,24.5,5.1,21.0,0.581,30.2,8.0,PF,29,DET,2,29.0,0.462,0.462,0.462,3.5,1.0,3.0,4.5,24.5,10.0,25.3,0.582,34.7,0.1
7109,2019,James Harden,PG,29,HOU,78,36.8,0.442,0.368,0.528,11.0,0.879,5.0,3.1,36.1,11.0,30.6,0.616,40.5,15.2,PG,29,HOU,11,38.5,0.413,0.35,0.48,8.9,0.837,4.6,3.7,31.6,8.1,25.2,0.567,37.1,1.7
7110,2019,Maurice Harkless,SF,25,POR,60,23.6,0.487,0.275,0.582,1.2,0.671,0.8,2.7,7.7,0.7,13.2,0.547,13.9,3.4,SF,25,POR,16,24.3,0.477,0.25,0.556,2.3,0.639,1.1,3.5,8.4,1.6,14.4,0.537,15.9,0.8
7111,2019,Montrezl Harrell,C,25,LAC,82,26.3,0.615,0.176,0.623,5.0,0.643,1.6,3.1,16.6,3.3,23.4,0.636,23.5,8.7,C,25,LAC,6,26.3,0.73,0.0,0.742,4.3,0.692,1.3,3.2,18.3,5.7,26.6,0.739,21.4,0.6
